0,1,2,3,4,5
Geumcheon-gu,2023-01-31,104894,Jongno-gu,2023-05-19,5104.0
Eunpyeong-gu,2023-01-31,5246,Seodaemun-gu,2023-05-20,3447.0
Dobong-gu,2023-01-31,118401,Jongno-gu,2023-05-20,5429.0
Seodaemun-gu,2023-01-31,6367,Eunpyeong-gu,2023-05-20,2457.0
Gangdong-gu,2023-01-31,75094,Yangcheon-gu,2023-05-20,2393.0
Gwangjin-gu,2023-01-31,81087,Gangseo-gu,2023-05-20,5191.0
Jung-gu,2023-01-31,65124,Yongsan-gu,2023-05-20,74.0
Yangcheon-gu,2023-01-31,107735,Songpa-gu,2023-05-20,621.0
Nowon-gu,2023-01-31,54702,Seongdong-gu,2023-05-20,4920.0
Jungnang-gu,2023-01-31,44089,Gwanak-gu,2023-05-20,2831.0
Gangseo-gu,2023-01-31,59076,Seocho-gu,2023-05-20,29554.0
Gwanak-gu,2023-01-31,30031,Jung-gu,2023-05-20,31479.0
Seoul_Grand_Park,2023-01-31,7716,Seoul_Grand_Park,2023-05-20,22468.0
Mapo-gu,2023-01-31,104979,Mapo-gu,2023-05-20,2132.0
Yongsan-gu,2023-01-31,541,Gangdong-gu,2023-05-20,5222.0
Seocho-gu,2023-01-31,43350,Gwangjin-gu,2023-05-20,8218.0
Jongno-gu,2023-01-31,12094,Gangbuk-gu,2023-05-20,2662.0
Jungnang-gu,2023-02-02,28463,Gangnam-gu,2023-05-20,23995.0
Seoul_Grand_Park,2023-02-02,5055,Seoul_Grand_Park,2023-05-21,18408.0
Yangcheon-gu,2023-02-02,71331,Seongdong-gu,2023-05-21,3090.0
Gangnam-gu,2023-02-02,86815,Yangcheon-gu,2023-05-21,1841.0
Gangdong-gu,2023-02-02,52858,Seocho-gu,2023-05-21,20141.0
Jongno-gu,2023-02-02,4253,Gangseo-gu,2023-05-21,3964.0
Gwanak-gu,2023-02-02,21147,Gwanak-gu,2023-05-21,2316.0
Mapo-gu,2023-02-02,79099,Seodaemun-gu,2023-05-21,2622.0
Nowon-gu,2023-02-02,35525,Jung-gu,2023-05-21,26927.0
Dongjak-gu,2023-02-02,93279,Gangbuk-gu,2023-05-21,2401.0
Songpa-gu,2023-02-02,17105,Eunpyeong-gu,2023-05-21,1955.0
Geumcheon-gu,2023-02-02,70481,Gwangjin-gu,2023-05-21,6216.0
Seongdong-gu,2023-02-02,2816,Songpa-gu,2023-05-21,929.0
Gangseo-gu,2023-02-02,39618,Gangnam-gu,2023-05-21,17112.0
Gwangjin-gu,2023-02-02,56334,Gangdong-gu,2023-05-21,4742.0
Seodaemun-gu,2023-02-02,5085,Yongsan-gu,2023-05-21,298.0
Seocho-gu,2023-02-02,34490,Mapo-gu,2023-05-21,2010.0
Eunpyeong-gu,2023-02-02,4447,Jongno-gu,2023-05-21,4298.0
Guro-gu,2023-02-02,87608,Seongdong-gu,2023-05-22,3577.0
Jung-gu,2023-02-02,53173,Gangnam-gu,2023-05-22,33788.0
Dobong-gu,2023-02-02,74334,Gangbuk-gu,2023-05-22,5008.0
Yongsan-gu,2023-02-02,475,Jung-gu,2023-05-22,66949.0
Gangbuk-gu,2023-02-02,61059,Seocho-gu,2023-05-22,42665.0
Jungnang-gu,2023-02-03,46774,Gangdong-gu,2023-05-22,9188.0
Gangbuk-gu,2023-02-03,91931,Seodaemun-gu,2023-05-22,4549.0
Gangseo-gu,2023-02-03,59709,Gwanak-gu,2023-05-22,5275.0
Yongsan-gu,2023-02-03,655,Gwangjin-gu,2023-05-22,15393.0
Seoul_Grand_Park,2023-02-03,6595,Songpa-gu,2023-05-22,169.0
Yangcheon-gu,2023-02-03,108596,Yongsan-gu,2023-05-22,347.0
Gwanak-gu,2023-02-03,32666,Seoul_Grand_Park,2023-05-22,10745.0
Seocho-gu,2023-02-03,46833,Gangseo-gu,2023-05-22,12634.0
Dobong-gu,2023-02-03,122802,Mapo-gu,2023-05-22,2738.0
Jung-gu,2023-02-03,66564,Eunpyeong-gu,2023-05-22,4799.0
Gangdong-gu,2023-02-03,79606,Yangcheon-gu,2023-05-22,5495.0
Seodaemun-gu,2023-02-03,6457,Jongno-gu,2023-05-22,6254.0
Gwangjin-gu,2023-02-03,85226,Seongdong-gu,2023-05-23,4968.0
Geumcheon-gu,2023-02-03,111630,Gwangjin-gu,2023-05-23,19877.0
Songpa-gu,2023-02-03,27866,Seodaemun-gu,2023-05-23,6577.0
Seongdong-gu,2023-02-03,3523,Jung-gu,2023-05-23,84635.0
Eunpyeong-gu,2023-02-03,5525,Yangcheon-gu,2023-05-23,7217.0
Guro-gu,2023-02-03,132858,Seocho-gu,2023-05-23,57728.0
Jongno-gu,2023-02-03,5619,Gangbuk-gu,2023-05-23,7111.0
Dongjak-gu,2023-02-03,138617,Gangnam-gu,2023-05-23,52844.0
Gangnam-gu,2023-02-03,125402,Gangdong-gu,2023-05-23,13118.0
Mapo-gu,2023-02-03,113632,Seoul_Grand_Park,2023-05-23,17677.0
Nowon-gu,2023-02-03,55724,Songpa-gu,2023-05-23,232.0
Yangcheon-gu,2023-02-04,109993,Gwanak-gu,2023-05-23,6201.0
Seocho-gu,2023-02-04,45741,Mapo-gu,2023-05-23,3372.0
Gangdong-gu,2023-02-04,78464,Yongsan-gu,2023-05-23,318.0
Mapo-gu,2023-02-04,122619,Eunpyeong-gu,2023-05-23,6358.0
Seodaemun-gu,2023-02-04,6561,Jongno-gu,2023-05-23,9089.0
Gwanak-gu,2023-02-04,35475,Gangseo-gu,2023-05-23,17184.0
Dobong-gu,2023-02-04,125525,Gangdong-gu,2023-05-24,13457.0
Gangnam-gu,2023-02-04,129130,Gwanak-gu,2023-05-24,6578.0
Songpa-gu,2023-02-04,30637,Seocho-gu,2023-05-24,62406.0
Eunpyeong-gu,2023-02-04,5566,Songpa-gu,2023-05-24,343.0
Gwangjin-gu,2023-02-04,86968,Mapo-gu,2023-05-24,4033.0
Nowon-gu,2023-02-04,55643,Seodaemun-gu,2023-05-24,6920.0
Seongdong-gu,2023-02-04,6876,Yongsan-gu,2023-05-24,707.0
Jongno-gu,2023-02-04,8923,Jung-gu,2023-05-24,82278.0
Guro-gu,2023-02-04,131542,Gangseo-gu,2023-05-24,17814.0
Jungnang-gu,2023-02-04,48307,Yangcheon-gu,2023-05-24,7287.0
Seoul_Grand_Park,2023-02-04,17293,Eunpyeong-gu,2023-05-24,6516.0
Gangbuk-gu,2023-02-04,93885,Gwangjin-gu,2023-05-24,20965.0
Gangseo-gu,2023-02-04,53363,Gangnam-gu,2023-05-24,55643.0
Dongjak-gu,2023-02-04,144581,Gangbuk-gu,2023-05-24,6019.0
Yongsan-gu,2023-02-04,889,Seoul_Grand_Park,2023-05-24,20517.0
Geumcheon-gu,2023-02-04,104100,Jongno-gu,2023-05-24,9130.0
Jung-gu,2023-02-04,76405,Seongdong-gu,2023-05-24,5548.0
Geumcheon-gu,2023-02-05,86934,Yongsan-gu,2023-05-25,351.0
Gwangjin-gu,2023-02-05,73838,Seocho-gu,2023-05-25,61997.0
Seodaemun-gu,2023-02-05,5560,Gangseo-gu,2023-05-25,17170.0
Jungnang-gu,2023-02-05,42555,Gangnam-gu,2023-05-25,50604.0
Gangnam-gu,2023-02-05,99360,Mapo-gu,2023-05-25,3803.0
Gangbuk-gu,2023-02-05,83224,Seongdong-gu,2023-05-25,5425.0
Jung-gu,2023-02-05,65618,Jung-gu,2023-05-25,83101.0
Gangdong-gu,2023-02-05,69058,Gwanak-gu,2023-05-25,6143.0
Eunpyeong-gu,2023-02-05,3816,Gangbuk-gu,2023-05-25,6658.0
Seongdong-gu,2023-02-05,6105,Gangdong-gu,2023-05-25,13582.0
Yongsan-gu,2023-02-05,798,Songpa-gu,2023-05-25,231.0
Guro-gu,2023-02-05,121928,Seodaemun-gu,2023-05-25,6970.0
Seoul_Grand_Park,2023-02-05,17791,Gwangjin-gu,2023-05-25,21233.0
Seocho-gu,2023-02-05,30059,Seoul_Grand_Park,2023-05-25,22793.0
Mapo-gu,2023-02-05,113103,Eunpyeong-gu,2023-05-25,6169.0
Yangcheon-gu,2023-02-05,94831,Jongno-gu,2023-05-25,9633.0
Gangseo-gu,2023-02-05,46524,Yangcheon-gu,2023-05-25,7754.0
Jongno-gu,2023-02-05,14643,Eunpyeong-gu,2023-05-26,6880.0
Gwanak-gu,2023-02-05,30910,Jung-gu,2023-05-26,89860.0
Dobong-gu,2023-02-05,112820,Songpa-gu,2023-05-26,347.0
Songpa-gu,2023-02-05,27158,Gwanak-gu,2023-05-26,8191.0
Nowon-gu,2023-02-05,50430,Mapo-gu,2023-05-26,4329.0
Dongjak-gu,2023-02-05,137791,Gwangjin-gu,2023-05-26,22628.0
Seoul_Grand_Park,2023-02-12,2,Seoul_Grand_Park,2023-05-26,21020.0
Gwangjin-gu,2023-02-12,0,Yangcheon-gu,2023-05-26,7698.0
Gangbuk-gu,2023-02-12,463,Seongdong-gu,2023-05-26,6771.0
Jungnang-gu,2023-02-12,334,Gangnam-gu,2023-05-26,56853.0
Jung-gu,2023-02-12,197,Seocho-gu,2023-05-26,69496.0
Yangcheon-gu,2023-02-12,8,Jongno-gu,2023-05-26,10001.0
Eunpyeong-gu,2023-02-13,5656,Seodaemun-gu,2023-05-26,7327.0
Mapo-gu,2023-02-13,108340,Gangdong-gu,2023-05-26,14035.0
Gangbuk-gu,2023-02-13,91194,Yongsan-gu,2023-05-26,453.0
Songpa-gu,2023-02-13,29102,Gangseo-gu,2023-05-26,18295.0
Jongno-gu,2023-02-13,17963,Gangbuk-gu,2023-05-26,7424.0
Seoul_Grand_Park,2023-02-13,8710,Mapo-gu,2023-05-27,4771.0
Geumcheon-gu,2023-02-13,107382,Gangbuk-gu,2023-05-27,5467.0
Jung-gu,2023-02-13,74558,Gangnam-gu,2023-05-27,41826.0
Seodaemun-gu,2023-02-13,5894,Eunpyeong-gu,2023-05-27,5748.0
Seocho-gu,2023-02-13,43856,Yangcheon-gu,2023-05-27,5843.0
Dobong-gu,2023-02-13,126200,Songpa-gu,2023-05-27,32.0
Yongsan-gu,2023-02-13,594,Jung-gu,2023-05-27,109933.0
Gangseo-gu,2023-02-13,59296,Yongsan-gu,2023-05-27,878.0
Guro-gu,2023-02-13,130883,Seoul_Grand_Park,2023-05-27,25645.0
Seongdong-gu,2023-02-13,3608,Seongdong-gu,2023-05-27,10283.0
Gangnam-gu,2023-02-13,122079,Gwanak-gu,2023-05-27,8655.0
Jungnang-gu,2023-02-13,46099,Gangseo-gu,2023-05-27,9817.0
Dongjak-gu,2023-02-13,164331,Jongno-gu,2023-05-27,7778.0
Gangdong-gu,2023-02-13,76874,Seodaemun-gu,2023-05-27,6209.0
Nowon-gu,2023-02-13,56449,Gangdong-gu,2023-05-27,10255.0
Gwanak-gu,2023-02-13,32524,Seocho-gu,2023-05-27,52141.0
Gwangjin-gu,2023-02-13,80593,Gwangjin-gu,2023-05-27,21403.0
Yangcheon-gu,2023-02-13,111676,Yongsan-gu,2023-05-28,861.0
Jongno-gu,2023-02-14,7570,Mapo-gu,2023-05-28,3890.0
Geumcheon-gu,2023-02-14,107277,Seodaemun-gu,2023-05-28,6189.0
Jung-gu,2023-02-14,66363,Eunpyeong-gu,2023-05-28,5683.0
Gangdong-gu,2023-02-14,74105,Seocho-gu,2023-05-28,40278.0
Gwanak-gu,2023-02-14,30188,Gwangjin-gu,2023-05-28,20965.0
Seodaemun-gu,2023-02-14,6331,Seongdong-gu,2023-05-28,7426.0
Seocho-gu,2023-02-14,43220,Gwanak-gu,2023-05-28,8197.0
Eunpyeong-gu,2023-02-14,5556,Songpa-gu,2023-05-28,4.0
Songpa-gu,2023-02-14,27116,Seoul_Grand_Park,2023-05-28,11044.0
Dobong-gu,2023-02-14,117659,Gangbuk-gu,2023-05-28,4992.0
Yongsan-gu,2023-02-14,673,Gangdong-gu,2023-05-28,9236.0
Gangseo-gu,2023-02-14,58608,Gangseo-gu,2023-05-28,7630.0
Guro-gu,2023-02-14,124521,Jung-gu,2023-05-28,99837.0
Mapo-gu,2023-02-14,103608,Jongno-gu,2023-05-28,5943.0
Gangbuk-gu,2023-02-14,87443,Gangnam-gu,2023-05-28,30253.0
Jungnang-gu,2023-02-14,44306,Yangcheon-gu,2023-05-28,4772.0
Nowon-gu,2023-02-14,52594,Gangseo-gu,2023-05-29,11832.0
Yangcheon-gu,2023-02-14,104643,Seodaemun-gu,2023-05-29,6026.0
Gangnam-gu,2023-02-14,121805,Jung-gu,2023-05-29,94392.0
Seoul_Grand_Park,2023-02-14,8772,Seoul_Grand_Park,2023-05-29,50255.0
Seongdong-gu,2023-02-14,4442,Gangdong-gu,2023-05-29,12242.0
Dongjak-gu,2023-02-14,131402,Songpa-gu,2023-05-29,0.0
Gwangjin-gu,2023-02-14,79063,Gwangjin-gu,2023-05-29,19620.0
Eunpyeong-gu,2023-02-15,5665,Jongno-gu,2023-05-29,12212.0
Dongjak-gu,2023-02-15,141160,Mapo-gu,2023-05-29,4985.0
Gwangjin-gu,2023-02-15,79028,Yangcheon-gu,2023-05-29,6255.0
Dobong-gu,2023-02-15,119914,Yongsan-gu,2023-05-29,751.0
Yongsan-gu,2023-02-15,737,Gangbuk-gu,2023-05-29,8651.0
Mapo-gu,2023-02-15,104623,Gangnam-gu,2023-05-29,27872.0
Yangcheon-gu,2023-02-15,143171,Gwanak-gu,2023-05-29,8319.0
Jung-gu,2023-02-15,66691,Seocho-gu,2023-05-29,46246.0
Jungnang-gu,2023-02-15,44458,Seongdong-gu,2023-05-29,8698.0
Jongno-gu,2023-02-15,10810,Eunpyeong-gu,2023-05-29,5802.0
Gangseo-gu,2023-02-15,58596,Gwanak-gu,2023-05-30,6224.0
Seoul_Grand_Park,2023-02-15,9031,Seongdong-gu,2023-05-30,4527.0
Seodaemun-gu,2023-02-15,6254,Mapo-gu,2023-05-30,3491.0
Songpa-gu,2023-02-15,27768,Jongno-gu,2023-05-30,7895.0
Gwanak-gu,2023-02-15,32250,Songpa-gu,2023-05-30,1563.0
Gangdong-gu,2023-02-15,74470,Yongsan-gu,2023-05-30,249.0
Seongdong-gu,2023-02-15,4149,Jung-gu,2023-05-30,78176.0
Gangbuk-gu,2023-02-15,88615,Seodaemun-gu,2023-05-30,7117.0
Guro-gu,2023-02-15,127713,Seocho-gu,2023-05-30,57472.0
Geumcheon-gu,2023-02-15,103433,Gwangjin-gu,2023-05-30,21458.0
Gangnam-gu,2023-02-15,126135,Gangdong-gu,2023-05-30,13433.0
Nowon-gu,2023-02-15,55010,Gangbuk-gu,2023-05-30,7555.0
Seocho-gu,2023-02-15,52406,Gangnam-gu,2023-05-30,39371.0
Guro-gu,2023-02-16,125956,Gangseo-gu,2023-05-30,17756.0
Eunpyeong-gu,2023-02-16,4955,Yangcheon-gu,2023-05-30,7138.0
Yangcheon-gu,2023-02-16,138046,Eunpyeong-gu,2023-05-30,6275.0
Gangdong-gu,2023-02-16,74762,Seoul_Grand_Park,2023-05-30,15282.0
Nowon-gu,2023-02-16,55279,Seongdong-gu,2023-05-31,4753.0
Dongjak-gu,2023-02-16,137777,Seocho-gu,2023-05-31,58787.0
Gwanak-gu,2023-02-16,31637,Gwangjin-gu,2023-05-31,20810.0
Gangseo-gu,2023-02-16,58686,Gangbuk-gu,2023-05-31,7439.0
Jongno-gu,2023-02-16,5681,Gangdong-gu,2023-05-31,13525.0
Yongsan-gu,2023-02-16,648,Yangcheon-gu,2023-05-31,7167.0
Jungnang-gu,2023-02-16,44235,Yongsan-gu,2023-05-31,319.0
Seoul_Grand_Park,2023-02-16,7695,Jongno-gu,2023-05-31,8270.0
Dobong-gu,2023-02-16,118925,Mapo-gu,2023-05-31,3621.0
Seongdong-gu,2023-02-16,3622,Gangnam-gu,2023-05-31,42866.0
Gangnam-gu,2023-02-16,122320,Gangseo-gu,2023-05-31,17941.0
Gwangjin-gu,2023-02-16,77557,Seoul_Grand_Park,2023-05-31,17246.0
Jung-gu,2023-02-16,68403,Eunpyeong-gu,2023-05-31,6481.0
Seodaemun-gu,2023-02-16,5704,Seodaemun-gu,2023-05-31,6927.0
Geumcheon-gu,2023-02-16,104484,Songpa-gu,2023-05-31,175.0
Seocho-gu,2023-02-16,62242,Gwanak-gu,2023-05-31,6019.0
Gangbuk-gu,2023-02-16,88158,Jung-gu,2023-05-31,78360.0
Songpa-gu,2023-02-16,26867,Eunpyeong-gu,2023-06-01,6393.0
Mapo-gu,2023-02-16,102900,Gangdong-gu,2023-06-01,13464.0
Seocho-gu,2023-02-17,72974,Jung-gu,2023-06-01,79229.0
Jung-gu,2023-02-17,74752,Gangbuk-gu,2023-06-01,7606.0
Gangdong-gu,2023-02-17,78337,Gangseo-gu,2023-06-01,18504.0
Mapo-gu,2023-02-17,109905,Gangnam-gu,2023-06-01,51428.0
Guro-gu,2023-02-17,129684,Seoul_Grand_Park,2023-06-01,18069.0
Dongjak-gu,2023-02-17,155198,Seodaemun-gu,2023-06-01,6915.0
Gangbuk-gu,2023-02-17,91641,Gwangjin-gu,2023-06-01,21132.0
Gangnam-gu,2023-02-17,132686,Mapo-gu,2023-06-01,3623.0
Geumcheon-gu,2023-02-17,101497,Yangcheon-gu,2023-06-01,7352.0
Nowon-gu,2023-02-17,56181,Seocho-gu,2023-06-01,62943.0
Jongno-gu,2023-02-17,16079,Jongno-gu,2023-06-01,8497.0
Gwangjin-gu,2023-02-17,82964,Songpa-gu,2023-06-01,0.0
Jungnang-gu,2023-02-17,46495,Seongdong-gu,2023-06-01,5112.0
Seongdong-gu,2023-02-17,4780,Yongsan-gu,2023-06-01,757.0
Gwanak-gu,2023-02-17,33124,Gwanak-gu,2023-06-01,6478.0
Yangcheon-gu,2023-02-17,108267,Gangseo-gu,2023-06-02,17329.0
Seoul_Grand_Park,2023-02-17,11953,Jung-gu,2023-06-02,85270.0
Gangseo-gu,2023-02-17,61973,Jongno-gu,2023-06-02,9771.0
Seodaemun-gu,2023-02-17,6622,Seongdong-gu,2023-06-02,6125.0
Dobong-gu,2023-02-17,118136,Eunpyeong-gu,2023-06-02,6494.0
Eunpyeong-gu,2023-02-17,5875,Gwanak-gu,2023-06-02,7732.0
Yongsan-gu,2023-02-17,619,Gangdong-gu,2023-06-02,14159.0
Songpa-gu,2023-02-17,28553,Mapo-gu,2023-06-02,4305.0
Dobong-gu,2023-02-18,121578,Gwangjin-gu,2023-06-02,22059.0
Gangnam-gu,2023-02-18,132700,Gangbuk-gu,2023-06-02,7521.0
Geumcheon-gu,2023-02-18,97310,Yongsan-gu,2023-06-02,812.0
Seodaemun-gu,2023-02-18,6312,Seocho-gu,2023-06-02,71316.0
Gwanak-gu,2023-02-18,36429,Gangnam-gu,2023-06-02,63190.0
Nowon-gu,2023-02-18,56111,Seoul_Grand_Park,2023-06-02,26430.0
Gwangjin-gu,2023-02-18,84179,Yangcheon-gu,2023-06-02,7773.0
Jongno-gu,2023-02-18,22520,Songpa-gu,2023-06-02,7.0
Eunpyeong-gu,2023-02-18,5194,Seodaemun-gu,2023-06-02,7067.0
Jungnang-gu,2023-02-18,46972,Seocho-gu,2023-06-03,63524.0
Seocho-gu,2023-02-18,67983,Seoul_Grand_Park,2023-06-03,91000.0
Seongdong-gu,2023-02-18,7303,Gwanak-gu,2023-06-03,8703.0
Dongjak-gu,2023-02-18,158566,Mapo-gu,2023-06-03,5699.0
Gangbuk-gu,2023-02-18,95650,Yangcheon-gu,2023-06-03,6706.0
Gangseo-gu,2023-02-18,56461,Seodaemun-gu,2023-06-03,7502.0
Jung-gu,2023-02-18,82776,Jongno-gu,2023-06-03,13727.0
Songpa-gu,2023-02-18,31147,Seongdong-gu,2023-06-03,11199.0
Gangdong-gu,2023-02-18,77693,Gangdong-gu,2023-06-03,12645.0
Yangcheon-gu,2023-02-18,107350,Yongsan-gu,2023-06-03,485.0
Seoul_Grand_Park,2023-02-18,32574,Gangnam-gu,2023-06-03,61290.0
Mapo-gu,2023-02-18,117916,Eunpyeong-gu,2023-06-03,6235.0
Guro-gu,2023-02-18,132414,Jung-gu,2023-06-03,99370.0
Yongsan-gu,2023-02-18,1113,Gwangjin-gu,2023-06-03,20812.0
Seodaemun-gu,2023-02-19,5349,Gangbuk-gu,2023-06-03,8687.0
Yongsan-gu,2023-02-19,864,Gangseo-gu,2023-06-03,11536.0
Guro-gu,2023-02-19,122279,Songpa-gu,2023-06-03,173.0
Geumcheon-gu,2023-02-19,86346,Eunpyeong-gu,2023-06-04,4853.0
Gangnam-gu,2023-02-19,100264,Gangnam-gu,2023-06-04,40963.0
Jung-gu,2023-02-19,69528,Seoul_Grand_Park,2023-06-04,79545.0
Nowon-gu,2023-02-19,52651,Jung-gu,2023-06-04,92047.0
Seongdong-gu,2023-02-19,5901,Seodaemun-gu,2023-06-04,6042.0
Gangseo-gu,2023-02-19,47246,Songpa-gu,2023-06-04,98.0
Dobong-gu,2023-02-19,114442,Gangbuk-gu,2023-06-04,7187.0
Seocho-gu,2023-02-19,38735,Jongno-gu,2023-06-04,11087.0
Jungnang-gu,2023-02-19,44786,Seongdong-gu,2023-06-04,9748.0
Gangbuk-gu,2023-02-19,82293,Yongsan-gu,2023-06-04,203.0
Gangdong-gu,2023-02-19,68682,Gwanak-gu,2023-06-04,7133.0
Gwangjin-gu,2023-02-19,74761,Seocho-gu,2023-06-04,45509.0
Gwanak-gu,2023-02-19,31539,Gangdong-gu,2023-06-04,11157.0
Jongno-gu,2023-02-19,8230,Gwangjin-gu,2023-06-04,17064.0
Yangcheon-gu,2023-02-19,96361,Mapo-gu,2023-06-04,4839.0
Seoul_Grand_Park,2023-02-19,32557,Yangcheon-gu,2023-06-04,5151.0
Mapo-gu,2023-02-19,109077,Gangseo-gu,2023-06-04,8896.0
Dongjak-gu,2023-02-19,132412,Gangdong-gu,2023-06-05,12862.0
Eunpyeong-gu,2023-02-19,3842,Yongsan-gu,2023-06-05,476.0
Songpa-gu,2023-02-19,27546,Songpa-gu,2023-06-05,201.0
Dongjak-gu,2023-02-20,154461,Seocho-gu,2023-06-05,61967.0
Seoul_Grand_Park,2023-02-20,15649,Gangnam-gu,2023-06-05,58182.0
Dobong-gu,2023-02-20,153769,Seongdong-gu,2023-06-05,6995.0
Seocho-gu,2023-02-20,81947,Seoul_Grand_Park,2023-06-05,43303.0
Jungnang-gu,2023-02-20,60495,Gwangjin-gu,2023-06-05,20813.0
Eunpyeong-gu,2023-02-20,6219,Jung-gu,2023-06-05,95191.0
Yangcheon-gu,2023-02-20,136401,Eunpyeong-gu,2023-06-05,6678.0
Gwanak-gu,2023-02-20,40422,Mapo-gu,2023-06-05,4192.0
Guro-gu,2023-02-20,161870,Jongno-gu,2023-06-05,10830.0
Gangbuk-gu,2023-02-20,116032,Seodaemun-gu,2023-06-05,6640.0
Songpa-gu,2023-02-20,32836,Gangseo-gu,2023-06-05,14167.0
Seodaemun-gu,2023-02-20,6946,Yangcheon-gu,2023-06-05,7483.0
Gangdong-gu,2023-02-20,99970,Gangbuk-gu,2023-06-05,8281.0
Gangnam-gu,2023-02-20,162053,Gwanak-gu,2023-06-05,7167.0
Geumcheon-gu,2023-02-20,125468,Gwangjin-gu,2023-06-06,18106.0
Mapo-gu,2023-02-20,134103,Seongdong-gu,2023-06-06,10647.0
Jung-gu,2023-02-20,103887,Jongno-gu,2023-06-06,11342.0
Yongsan-gu,2023-02-20,891,Gangseo-gu,2023-06-06,10302.0
Nowon-gu,2023-02-20,71541,Yangcheon-gu,2023-06-06,5319.0
Jongno-gu,2023-02-20,7419,Songpa-gu,2023-06-06,77.0
Gwangjin-gu,2023-02-20,101928,Gangnam-gu,2023-06-06,40973.0
Seongdong-gu,2023-02-20,3500,Seodaemun-gu,2023-06-06,6019.0
Gangseo-gu,2023-02-20,77379,Eunpyeong-gu,2023-06-06,5342.0
Dobong-gu,2023-02-21,232340,Jung-gu,2023-06-06,87630.0
Gangbuk-gu,2023-02-21,181626,Gangdong-gu,2023-06-06,11844.0
Yongsan-gu,2023-02-21,1222,Gangbuk-gu,2023-06-06,9171.0
Jungnang-gu,2023-02-21,92133,Yongsan-gu,2023-06-06,1030.0
Eunpyeong-gu,2023-02-21,10807,Seoul_Grand_Park,2023-06-06,73350.0
Seocho-gu,2023-02-21,120171,Mapo-gu,2023-06-06,4950.0
Geumcheon-gu,2023-02-21,201597,Seocho-gu,2023-06-06,42531.0
Mapo-gu,2023-02-21,199303,Gwanak-gu,2023-06-06,7575.0
Jung-gu,2023-02-21,135190,Yangcheon-gu,2023-06-07,7091.0
Gwangjin-gu,2023-02-21,153513,Gangseo-gu,2023-06-07,16791.0
Seodaemun-gu,2023-02-21,11937,Eunpyeong-gu,2023-06-07,6571.0
Songpa-gu,2023-02-21,53131,Seodaemun-gu,2023-06-07,6991.0
Seoul_Grand_Park,2023-02-21,30001,Seoul_Grand_Park,2023-06-07,14229.0
Jongno-gu,2023-02-21,11792,Gangnam-gu,2023-06-07,55026.0
Nowon-gu,2023-02-21,108341,Songpa-gu,2023-06-07,0.0
Guro-gu,2023-02-21,247806,Gangbuk-gu,2023-06-07,7484.0
Gangnam-gu,2023-02-21,238501,Seocho-gu,2023-06-07,61000.0
Seongdong-gu,2023-02-21,7298,Jongno-gu,2023-06-07,8858.0
Gangdong-gu,2023-02-21,154392,Gangdong-gu,2023-06-07,13600.0
Gangseo-gu,2023-02-21,116007,Jung-gu,2023-06-07,75557.0
Dongjak-gu,2023-02-21,239978,Gwanak-gu,2023-06-07,5726.0
Gwanak-gu,2023-02-21,60078,Gwangjin-gu,2023-06-07,19913.0
Yangcheon-gu,2023-02-21,210111,Yongsan-gu,2023-06-07,693.0
Seodaemun-gu,2023-02-22,3153,Mapo-gu,2023-06-07,3592.0
Gangnam-gu,2023-02-22,75843,Seongdong-gu,2023-06-07,4640.0
Geumcheon-gu,2023-02-22,60603,Seodaemun-gu,2023-06-08,6885.0
Mapo-gu,2023-02-22,62835,Gwangjin-gu,2023-06-08,20319.0
Seongdong-gu,2023-02-22,1900,Seongdong-gu,2023-06-08,4315.0
Jung-gu,2023-02-22,35041,Gangnam-gu,2023-06-08,57251.0
Nowon-gu,2023-02-22,38521,Mapo-gu,2023-06-08,3644.0
Gwangjin-gu,2023-02-22,45571,Songpa-gu,2023-06-08,110.0
Jongno-gu,2023-02-22,2790,Gangbuk-gu,2023-06-08,6863.0
Gangdong-gu,2023-02-22,44862,Seocho-gu,2023-06-08,58024.0
Seocho-gu,2023-02-22,32804,Eunpyeong-gu,2023-06-08,6238.0
Dongjak-gu,2023-02-22,82937,Gwanak-gu,2023-06-08,5906.0
Guro-gu,2023-02-22,82764,Yangcheon-gu,2023-06-08,7111.0
Yongsan-gu,2023-02-22,312,Jung-gu,2023-06-08,88142.0
Dobong-gu,2023-02-22,78688,Jongno-gu,2023-06-08,7842.0
Gangseo-gu,2023-02-22,34319,Yongsan-gu,2023-06-08,717.0
Seoul_Grand_Park,2023-02-22,8424,Gangdong-gu,2023-06-08,12983.0
Gwanak-gu,2023-02-22,20609,Seoul_Grand_Park,2023-06-08,12501.0
Gangbuk-gu,2023-02-22,50845,Gangseo-gu,2023-06-08,16235.0
Eunpyeong-gu,2023-02-22,2206,Seoul_Grand_Park,2023-06-09,16949.0
Songpa-gu,2023-02-22,18205,Yongsan-gu,2023-06-09,177.0
Yangcheon-gu,2023-02-22,93168,Seongdong-gu,2023-06-09,5661.0
Jungnang-gu,2023-02-22,26921,Seocho-gu,2023-06-09,66582.0
Mapo-gu,2023-02-23,53535,Yangcheon-gu,2023-06-09,23187.0
Yangcheon-gu,2023-02-23,54255,Seodaemun-gu,2023-06-09,6786.0
Seongdong-gu,2023-02-23,1612,Songpa-gu,2023-06-09,6291.0
Jungnang-gu,2023-02-23,17887,Dobong-gu,2023-06-09,13907.0
