자치구,측정날짜,방문자수,SIG_CD
Guro-gu,2023-03-03,53731.0,11530
Yangcheon-gu,2023-03-03,57639.0,11470
Yangcheon-gu,2023-03-04,71013.0,11470
Gangdong-gu,2023-03-04,35612.0,11740
Songpa-gu,2023-03-04,16076.0,11710
Nowon-gu,2023-03-04,25866.0,11350
Gangbuk-gu,2023-03-04,37479.0,11305
Guro-gu,2023-03-04,63346.0,11530
Seocho-gu,2023-03-04,32500.0,11650
Seongdong-gu,2023-03-04,3398.0,11200
Seodaemun-gu,2023-03-04,2757.0,11410
Eunpyeong-gu,2023-03-04,2458.0,11380
Geumcheon-gu,2023-03-04,43313.0,11545
Gangseo-gu,2023-03-04,25493.0,11500
Gangnam-gu,2023-03-04,72868.0,11680
Gwanak-gu,2023-03-04,16109.0,11620
Jung-gu,2023-03-04,22657.0,11140
Jongno-gu,2023-03-04,9240.0,11110
Gwangjin-gu,2023-03-04,38243.0,11215
Dongjak-gu,2023-03-04,91849.0,11590
Yongsan-gu,2023-03-04,429.0,11170
Mapo-gu,2023-03-04,54711.0,11440
Jungnang-gu,2023-03-04,19657.0,11260
Dobong-gu,2023-03-04,60791.0,11320
Gwanak-gu,2023-03-05,14395.0,11620
Seocho-gu,2023-03-05,17788.0,11650
Yongsan-gu,2023-03-05,264.0,11170
Gangnam-gu,2023-03-05,51307.0,11680
Gangbuk-gu,2023-03-05,32992.0,11305
Geumcheon-gu,2023-03-05,31847.0,11545
Dongjak-gu,2023-03-05,67269.0,11590
Mapo-gu,2023-03-05,48870.0,11440
Nowon-gu,2023-03-05,22532.0,11350
Gangseo-gu,2023-03-05,21259.0,11500
Guro-gu,2023-03-05,56260.0,11530
Seodaemun-gu,2023-03-05,2551.0,11410
Gwangjin-gu,2023-03-05,34531.0,11215
Jungnang-gu,2023-03-05,20322.0,11260
Gangdong-gu,2023-03-05,27681.0,11740
Yangcheon-gu,2023-03-05,65212.0,11470
Jung-gu,2023-03-05,23676.0,11140
Dobong-gu,2023-03-05,53123.0,11320
Songpa-gu,2023-03-05,16274.0,11710
Eunpyeong-gu,2023-03-05,1434.0,11380
Seongdong-gu,2023-03-05,2766.0,11200
Jongno-gu,2023-03-05,6061.0,11110
Gangnam-gu,2023-03-06,57114.0,11680
Gangbuk-gu,2023-03-06,27889.0,11305
Mapo-gu,2023-03-06,34458.0,11440
Seongdong-gu,2023-03-06,1061.0,11200
Nowon-gu,2023-03-06,20432.0,11350
Gangseo-gu,2023-03-06,20824.0,11500
Guro-gu,2023-03-06,48147.0,11530
Seodaemun-gu,2023-03-06,1948.0,11410
Eunpyeong-gu,2023-03-06,1721.0,11380
Gwangjin-gu,2023-03-06,25354.0,11215
Dongjak-gu,2023-03-06,78682.0,11590
Dobong-gu,2023-03-06,42614.0,11320
Gangdong-gu,2023-03-06,25255.0,11740
Geumcheon-gu,2023-03-06,33060.0,11545
Yangcheon-gu,2023-03-06,53119.0,11470
Jungnang-gu,2023-03-06,15403.0,11260
Songpa-gu,2023-03-06,10050.0,11710
Jongno-gu,2023-03-06,4565.0,11110
Gwanak-gu,2023-03-06,11130.0,11620
Seocho-gu,2023-03-06,26469.0,11650
Jung-gu,2023-03-06,18431.0,11140
Yongsan-gu,2023-03-06,190.0,11170
Eunpyeong-gu,2023-03-07,2030.0,11380
Gwanak-gu,2023-03-07,13846.0,11620
Nowon-gu,2023-03-07,24570.0,11350
Guro-gu,2023-03-07,60788.0,11530
Seongdong-gu,2023-03-07,1563.0,11200
Dongjak-gu,2023-03-07,71379.0,11590
Gwangjin-gu,2023-03-07,33015.0,11215
Seocho-gu,2023-03-07,24614.0,11650
Jungnang-gu,2023-03-07,20504.0,11260
Seodaemun-gu,2023-03-07,2916.0,11410
Gangseo-gu,2023-03-07,28943.0,11500
Jongno-gu,2023-03-07,8775.0,11110
Gangdong-gu,2023-03-07,32027.0,11740
Jung-gu,2023-03-07,26614.0,11140
Yangcheon-gu,2023-03-07,66202.0,11470
Gangnam-gu,2023-03-07,50015.0,11680
Geumcheon-gu,2023-03-07,40328.0,11545
Dobong-gu,2023-03-07,55848.0,11320
Songpa-gu,2023-03-07,13366.0,11710
Mapo-gu,2023-03-07,46352.0,11440
Yongsan-gu,2023-03-07,207.0,11170
Gangbuk-gu,2023-03-07,35407.0,11305
Seongdong-gu,2023-03-08,921.0,11200
Eunpyeong-gu,2023-03-08,1612.0,11380
Gangseo-gu,2023-03-08,21702.0,11500
Gangbuk-gu,2023-03-08,30096.0,11305
Guro-gu,2023-03-08,50359.0,11530
Yongsan-gu,2023-03-08,222.0,11170
Gwangjin-gu,2023-03-08,26721.0,11215
Gangnam-gu,2023-03-08,42626.0,11680
Dobong-gu,2023-03-08,47601.0,11320
Seocho-gu,2023-03-08,18775.0,11650
Jungnang-gu,2023-03-08,15661.0,11260
Geumcheon-gu,2023-03-08,34118.0,11545
Gwanak-gu,2023-03-08,11514.0,11620
Nowon-gu,2023-03-08,20919.0,11350
Gangdong-gu,2023-03-08,26030.0,11740
Jung-gu,2023-03-08,19834.0,11140
Jongno-gu,2023-03-08,8606.0,11110
Mapo-gu,2023-03-08,40116.0,11440
Seodaemun-gu,2023-03-08,2366.0,11410
Yangcheon-gu,2023-03-08,55147.0,11470
Songpa-gu,2023-03-08,10585.0,11710
Dongjak-gu,2023-03-08,67295.0,11590
Jung-gu,2023-03-10,22151.0,11140
Nowon-gu,2023-03-10,8870.0,11350
Mapo-gu,2023-03-10,20934.0,11440
Seocho-gu,2023-03-10,14046.0,11650
Yongsan-gu,2023-03-10,158.0,11170
Eunpyeong-gu,2023-03-10,1555.0,11380
Gangseo-gu,2023-03-10,14389.0,11500
Songpa-gu,2023-03-10,5088.0,11710
Yangcheon-gu,2023-03-10,25514.0,11470
Gangbuk-gu,2023-03-10,21344.0,11305
Dongjak-gu,2023-03-10,33528.0,11590
Geumcheon-gu,2023-03-10,19041.0,11545
Gangnam-gu,2023-03-10,31806.0,11680
Jungnang-gu,2023-03-10,10200.0,11260
Dobong-gu,2023-03-10,20197.0,11320
Seongdong-gu,2023-03-10,1226.0,11200
Gangdong-gu,2023-03-10,15526.0,11740
Seodaemun-gu,2023-03-10,1390.0,11410
Guro-gu,2023-03-10,25605.0,11530
Gwangjin-gu,2023-03-10,16250.0,11215
Gwanak-gu,2023-03-10,6598.0,11620
Jongno-gu,2023-03-10,5815.0,11110
Seocho-gu,2023-03-14,3957.0,11650
Yongsan-gu,2023-03-14,137.0,11170
Yangcheon-gu,2023-03-14,4621.0,11470
Jung-gu,2023-03-14,7607.0,11140
Eunpyeong-gu,2023-03-14,668.0,11380
Dobong-gu,2023-03-14,3539.0,11320
Gwanak-gu,2023-03-14,2483.0,11620
Songpa-gu,2023-03-14,830.0,11710
Jongno-gu,2023-03-14,1829.0,11110
Seongdong-gu,2023-03-14,161.0,11200
Geumcheon-gu,2023-03-14,5217.0,11545
Dongjak-gu,2023-03-14,5768.0,11590
Gangnam-gu,2023-03-14,6798.0,11680
Gangseo-gu,2023-03-14,4883.0,11500
Gwangjin-gu,2023-03-14,5805.0,11215
Gangbuk-gu,2023-03-14,4990.0,11305
Gangdong-gu,2023-03-14,4813.0,11740
Guro-gu,2023-03-14,9244.0,11530
Seodaemun-gu,2023-03-14,149.0,11410
Mapo-gu,2023-03-14,1832.0,11440
Jungnang-gu,2023-03-14,3510.0,11260
Nowon-gu,2023-03-14,1459.0,11350
Guro-gu,2023-03-15,57879.0,11530
Nowon-gu,2023-03-15,25488.0,11350
Seodaemun-gu,2023-03-15,2782.0,11410
Jungnang-gu,2023-03-15,20649.0,11260
Yangcheon-gu,2023-03-15,65528.0,11470
Gwangjin-gu,2023-03-15,32425.0,11215
Gwanak-gu,2023-03-15,13834.0,11620
Gangdong-gu,2023-03-15,28194.0,11740
Dobong-gu,2023-03-15,56291.0,11320
Seongdong-gu,2023-03-15,1499.0,11200
Jung-gu,2023-03-15,28997.0,11140
Geumcheon-gu,2023-03-15,33513.0,11545
Songpa-gu,2023-03-15,13547.0,11710
Mapo-gu,2023-03-15,50043.0,11440
Eunpyeong-gu,2023-03-15,1626.0,11380
Jongno-gu,2023-03-15,6106.0,11110
Gangnam-gu,2023-03-15,48520.0,11680
Dongjak-gu,2023-03-15,67487.0,11590
Gangbuk-gu,2023-03-15,37065.0,11305
Seocho-gu,2023-03-15,23374.0,11650
Gangseo-gu,2023-03-15,24527.0,11500
Yongsan-gu,2023-03-15,142.0,11170
Gangseo-gu,2023-03-16,26112.0,11500
Gangnam-gu,2023-03-16,53440.0,11680
Eunpyeong-gu,2023-03-16,1957.0,11380
Songpa-gu,2023-03-16,13361.0,11710
Jungnang-gu,2023-03-16,16704.0,11260
Seodaemun-gu,2023-03-16,2934.0,11410
Yongsan-gu,2023-03-16,283.0,11170
Jongno-gu,2023-03-16,3051.0,11110
Guro-gu,2023-03-16,61856.0,11530
Nowon-gu,2023-03-16,27713.0,11350
Geumcheon-gu,2023-03-16,44018.0,11545
Dongjak-gu,2023-03-16,64336.0,11590
Dobong-gu,2023-03-16,62494.0,11320
Gwangjin-gu,2023-03-16,36467.0,11215
Mapo-gu,2023-03-16,50297.0,11440
Seocho-gu,2023-03-16,21716.0,11650
Seongdong-gu,2023-03-16,1482.0,11200
Jung-gu,2023-03-16,19502.0,11140
Gwanak-gu,2023-03-16,15844.0,11620
Gangbuk-gu,2023-03-16,31018.0,11305
Yangcheon-gu,2023-03-16,66045.0,11470
Gangdong-gu,2023-03-16,34645.0,11740
Gangdong-gu,2023-03-17,16129.0,11740
Guro-gu,2023-03-17,37900.0,11530
Gwangjin-gu,2023-03-17,15860.0,11215
Jungnang-gu,2023-03-17,13335.0,11260
Gangnam-gu,2023-03-17,33973.0,11680
Seodaemun-gu,2023-03-17,1512.0,11410
Jung-gu,2023-03-17,13015.0,11140
Jongno-gu,2023-03-17,2196.0,11110
Songpa-gu,2023-03-17,9008.0,11710
Mapo-gu,2023-03-17,31542.0,11440
Gwanak-gu,2023-03-17,6908.0,11620
Yangcheon-gu,2023-03-17,44235.0,11470
Nowon-gu,2023-03-17,13061.0,11350
Dongjak-gu,2023-03-17,47669.0,11590
Dobong-gu,2023-03-17,31222.0,11320
Seongdong-gu,2023-03-17,806.0,11200
Gangbuk-gu,2023-03-17,24782.0,11305
Yongsan-gu,2023-03-17,96.0,11170
Gangseo-gu,2023-03-17,11670.0,11500
Geumcheon-gu,2023-03-17,26672.0,11545
Seocho-gu,2023-03-17,14878.0,11650
Eunpyeong-gu,2023-03-17,787.0,11380
Jung-gu,2023-03-20,14503.0,11140
Gangnam-gu,2023-03-20,47558.0,11680
Eunpyeong-gu,2023-03-20,866.0,11380
Jongno-gu,2023-03-20,7653.0,11110
Songpa-gu,2023-03-20,10342.0,11710
Gangbuk-gu,2023-03-20,41524.0,11305
Seodaemun-gu,2023-03-20,375.0,11410
Mapo-gu,2023-03-20,55771.0,11440
Seocho-gu,2023-03-20,5571.0,11650
Yongsan-gu,2023-03-20,95.0,11170
Gwanak-gu,2023-03-20,13529.0,11620
Yangcheon-gu,2023-03-20,68103.0,11470
Dobong-gu,2023-03-20,52913.0,11320
Seongdong-gu,2023-03-20,219.0,11200
Nowon-gu,2023-03-20,23463.0,11350
Jungnang-gu,2023-03-20,19960.0,11260
Guro-gu,2023-03-20,68803.0,11530
Gangseo-gu,2023-03-20,22505.0,11500
Gangdong-gu,2023-03-20,34078.0,11740
Dongjak-gu,2023-03-20,80872.0,11590
Geumcheon-gu,2023-03-20,50442.0,11545
Gwangjin-gu,2023-03-20,35200.0,11215
Jungnang-gu,2023-03-21,18367.0,11260
Gangseo-gu,2023-03-21,26144.0,11500
Mapo-gu,2023-03-21,43801.0,11440
Nowon-gu,2023-03-21,23303.0,11350
Dongjak-gu,2023-03-21,65157.0,11590
Gwanak-gu,2023-03-21,12392.0,11620
Dobong-gu,2023-03-21,51150.0,11320
Yangcheon-gu,2023-03-21,60339.0,11470
Gangbuk-gu,2023-03-21,33714.0,11305
Seocho-gu,2023-03-21,21542.0,11650
Geumcheon-gu,2023-03-21,45751.0,11545
Songpa-gu,2023-03-21,11757.0,11710
Gwangjin-gu,2023-03-21,32418.0,11215
Yongsan-gu,2023-03-21,223.0,11170
Seongdong-gu,2023-03-21,1753.0,11200
Jung-gu,2023-03-21,24538.0,11140
Gangdong-gu,2023-03-21,32438.0,11740
Seodaemun-gu,2023-03-21,2908.0,11410
Guro-gu,2023-03-21,58144.0,11530
Gangnam-gu,2023-03-21,50437.0,11680
Jongno-gu,2023-03-21,8003.0,11110
Eunpyeong-gu,2023-03-21,2093.0,11380
Yongsan-gu,2023-03-22,492.0,11170
Jung-gu,2023-03-22,53817.0,11140
Gangdong-gu,2023-03-22,44629.0,11740
Seongdong-gu,2023-03-22,3214.0,11200
Gangbuk-gu,2023-03-22,53568.0,11305
Gangnam-gu,2023-03-22,103865.0,11680
Jongno-gu,2023-03-22,17644.0,11110
Gangseo-gu,2023-03-22,36793.0,11500
Eunpyeong-gu,2023-03-22,3640.0,11380
Jungnang-gu,2023-03-22,23858.0,11260
Seodaemun-gu,2023-03-22,4198.0,11410
Dobong-gu,2023-03-22,60753.0,11320
Dongjak-gu,2023-03-22,93685.0,11590
Guro-gu,2023-03-22,79770.0,11530
Nowon-gu,2023-03-22,29793.0,11350
Geumcheon-gu,2023-03-22,60238.0,11545
Gwangjin-gu,2023-03-22,49256.0,11215
Mapo-gu,2023-03-22,64474.0,11440
Seocho-gu,2023-03-22,40809.0,11650
Gwanak-gu,2023-03-22,18142.0,11620
Yangcheon-gu,2023-03-22,79092.0,11470
Songpa-gu,2023-03-22,17765.0,11710
Seongdong-gu,2023-03-23,4026.0,11200
Yongsan-gu,2023-03-23,549.0,11170
Seocho-gu,2023-03-23,43800.0,11650
Dobong-gu,2023-03-23,67148.0,11320
Gwangjin-gu,2023-03-23,53071.0,11215
Songpa-gu,2023-03-23,19894.0,11710
Gangbuk-gu,2023-03-23,60030.0,11305
Nowon-gu,2023-03-23,31575.0,11350
Guro-gu,2023-03-23,87066.0,11530
Jung-gu,2023-03-23,58333.0,11140
Mapo-gu,2023-03-23,73693.0,11440
Gwanak-gu,2023-03-23,20141.0,11620
Yangcheon-gu,2023-03-23,87464.0,11470
Dongjak-gu,2023-03-23,107076.0,11590
Gangdong-gu,2023-03-23,50354.0,11740
Geumcheon-gu,2023-03-23,68187.0,11545
Gangnam-gu,2023-03-23,102421.0,11680
Gangseo-gu,2023-03-23,39926.0,11500
Jongno-gu,2023-03-23,19766.0,11110
Jungnang-gu,2023-03-23,26735.0,11260
Eunpyeong-gu,2023-03-23,3935.0,11380
Seodaemun-gu,2023-03-23,5468.0,11410
Gangdong-gu,2023-03-24,61954.0,11740
Jungnang-gu,2023-03-24,34127.0,11260
Dongjak-gu,2023-03-24,127829.0,11590
Nowon-gu,2023-03-24,40403.0,11350
Geumcheon-gu,2023-03-24,78520.0,11545
Seodaemun-gu,2023-03-24,5927.0,11410
Gangseo-gu,2023-03-24,47542.0,11500
Gwanak-gu,2023-03-24,26375.0,11620
Yongsan-gu,2023-03-24,629.0,11170
Seongdong-gu,2023-03-24,5120.0,11200
Gangbuk-gu,2023-03-24,71329.0,11305
Gwangjin-gu,2023-03-24,68831.0,11215
Mapo-gu,2023-03-24,86506.0,11440
Songpa-gu,2023-03-24,26134.0,11710
Dobong-gu,2023-03-24,84920.0,11320
Eunpyeong-gu,2023-03-24,4975.0,11380
Yangcheon-gu,2023-03-24,107846.0,11470
Gangnam-gu,2023-03-24,116296.0,11680
Guro-gu,2023-03-24,105663.0,11530
Seocho-gu,2023-03-24,61048.0,11650
Jung-gu,2023-03-24,79266.0,11140
Jongno-gu,2023-03-24,24008.0,11110
Yangcheon-gu,2023-03-25,134501.0,11470
Mapo-gu,2023-03-25,113138.0,11440
Jungnang-gu,2023-03-25,46042.0,11260
Guro-gu,2023-03-25,130254.0,11530
Dongjak-gu,2023-03-25,150911.0,11590
Nowon-gu,2023-03-25,51023.0,11350
Songpa-gu,2023-03-25,43424.0,11710
Gangdong-gu,2023-03-25,75630.0,11740
Gangbuk-gu,2023-03-25,89531.0,11305
Jung-gu,2023-03-25,100412.0,11140
Geumcheon-gu,2023-03-25,94809.0,11545
Gwanak-gu,2023-03-25,35776.0,11620
Eunpyeong-gu,2023-03-25,5906.0,11380
Gangnam-gu,2023-03-25,140883.0,11680
Yongsan-gu,2023-03-25,1397.0,11170
Seocho-gu,2023-03-25,69408.0,11650
Gangseo-gu,2023-03-25,55102.0,11500
Seodaemun-gu,2023-03-25,7265.0,11410
Gwangjin-gu,2023-03-25,81524.0,11215
Seongdong-gu,2023-03-25,12592.0,11200
Jongno-gu,2023-03-25,43893.0,11110
Dobong-gu,2023-03-25,114985.0,11320
Gangbuk-gu,2023-03-26,81506.0,11305
Guro-gu,2023-03-26,122003.0,11530
Seodaemun-gu,2023-03-26,6895.0,11410
Dobong-gu,2023-03-26,110134.0,11320
Nowon-gu,2023-03-26,48797.0,11350
Jung-gu,2023-03-26,87109.0,11140
Gangnam-gu,2023-03-26,104461.0,11680
Gangdong-gu,2023-03-26,67730.0,11740
Mapo-gu,2023-03-26,104951.0,11440
Songpa-gu,2023-03-26,43450.0,11710
Yangcheon-gu,2023-03-26,122515.0,11470
Jungnang-gu,2023-03-26,43291.0,11260
Jongno-gu,2023-03-26,25224.0,11110
Seocho-gu,2023-03-26,41012.0,11650
Gwangjin-gu,2023-03-26,76332.0,11215
Dongjak-gu,2023-03-26,131053.0,11590
Seongdong-gu,2023-03-26,11144.0,11200
Gangseo-gu,2023-03-26,47001.0,11500
Yongsan-gu,2023-03-26,1072.0,11170
Geumcheon-gu,2023-03-26,88641.0,11545
Eunpyeong-gu,2023-03-26,4408.0,11380
Gwanak-gu,2023-03-26,32212.0,11620
Gwanak-gu,2023-03-27,30204.0,11620
Gangnam-gu,2023-03-27,113147.0,11680
Mapo-gu,2023-03-27,101814.0,11440
Yangcheon-gu,2023-03-27,129783.0,11470
Eunpyeong-gu,2023-03-27,5653.0,11380
Dongjak-gu,2023-03-27,137375.0,11590
Seocho-gu,2023-03-27,56636.0,11650
Gwangjin-gu,2023-03-27,72495.0,11215
Seongdong-gu,2023-03-27,4256.0,11200
Gangseo-gu,2023-03-27,56970.0,11500
Yongsan-gu,2023-03-27,634.0,11170
Geumcheon-gu,2023-03-27,102125.0,11545
Songpa-gu,2023-03-27,34001.0,11710
Jongno-gu,2023-03-27,16168.0,11110
Jungnang-gu,2023-03-27,44048.0,11260
Nowon-gu,2023-03-27,49003.0,11350
Seodaemun-gu,2023-03-27,6421.0,11410
Dobong-gu,2023-03-27,111075.0,11320
Jung-gu,2023-03-27,76919.0,11140
Guro-gu,2023-03-27,124344.0,11530
Gangbuk-gu,2023-03-27,85841.0,11305
Gangdong-gu,2023-03-27,71897.0,11740
Songpa-gu,2023-03-28,17820.0,11710
Eunpyeong-gu,2023-03-28,2579.0,11380
Gangbuk-gu,2023-03-28,52812.0,11305
Yongsan-gu,2023-03-28,251.0,11170
Dongjak-gu,2023-03-28,81568.0,11590
Dobong-gu,2023-03-28,68418.0,11320
Yangcheon-gu,2023-03-28,74497.0,11470
Seodaemun-gu,2023-03-28,2920.0,11410
Gwangjin-gu,2023-03-28,38239.0,11215
Gangnam-gu,2023-03-28,56677.0,11680
Seocho-gu,2023-03-28,27590.0,11650
Mapo-gu,2023-03-28,52649.0,11440
Jungnang-gu,2023-03-28,27409.0,11260
Jongno-gu,2023-03-28,8628.0,11110
Gangdong-gu,2023-03-28,38043.0,11740
Geumcheon-gu,2023-03-28,57814.0,11545
Seongdong-gu,2023-03-28,1841.0,11200
Gwanak-gu,2023-03-28,15968.0,11620
Nowon-gu,2023-03-28,28574.0,11350
Jung-gu,2023-03-28,35079.0,11140
Guro-gu,2023-03-28,70228.0,11530
Gangseo-gu,2023-03-28,31737.0,11500
Geumcheon-gu,2023-03-29,40166.0,11545
Nowon-gu,2023-03-29,26781.0,11350
Mapo-gu,2023-03-29,52202.0,11440
Eunpyeong-gu,2023-03-29,2034.0,11380
Dobong-gu,2023-03-29,54626.0,11320
Gangdong-gu,2023-03-29,29891.0,11740
Guro-gu,2023-03-29,60014.0,11530
Yangcheon-gu,2023-03-29,64895.0,11470
Dongjak-gu,2023-03-29,74785.0,11590
Gwanak-gu,2023-03-29,18881.0,11620
Gangbuk-gu,2023-03-29,37421.0,11305
Seodaemun-gu,2023-03-29,3617.0,11410
Yongsan-gu,2023-03-29,244.0,11170
Jung-gu,2023-03-29,27898.0,11140
Gangseo-gu,2023-03-29,25760.0,11500
Gwangjin-gu,2023-03-29,35782.0,11215
Songpa-gu,2023-03-29,27863.0,11710
Jongno-gu,2023-03-29,8141.0,11110
Jungnang-gu,2023-03-29,21483.0,11260
Seocho-gu,2023-03-29,26315.0,11650
Gangnam-gu,2023-03-29,68272.0,11680
Seongdong-gu,2023-03-29,2539.0,11200
Seocho-gu,2023-03-30,23194.0,11650
Songpa-gu,2023-03-30,34400.0,11710
Gangseo-gu,2023-03-30,38555.0,11500
Gangbuk-gu,2023-03-30,35940.0,11305
Nowon-gu,2023-03-30,31318.0,11350
Eunpyeong-gu,2023-03-30,1748.0,11380
Gangnam-gu,2023-03-30,78179.0,11680
Dongjak-gu,2023-03-30,68697.0,11590
Geumcheon-gu,2023-03-30,38900.0,11545
Guro-gu,2023-03-30,54904.0,11530
Yongsan-gu,2023-03-30,234.0,11170
Jung-gu,2023-03-30,27121.0,11140
Jongno-gu,2023-03-30,8046.0,11110
Jungnang-gu,2023-03-30,21646.0,11260
Seongdong-gu,2023-03-30,2367.0,11200
Gangdong-gu,2023-03-30,25956.0,11740
Dobong-gu,2023-03-30,52482.0,11320
Mapo-gu,2023-03-30,50627.0,11440
Gwangjin-gu,2023-03-30,34690.0,11215
Yangcheon-gu,2023-03-30,60374.0,11470
Seodaemun-gu,2023-03-30,3247.0,11410
Gwanak-gu,2023-03-30,32134.0,11620
Dobong-gu,2023-03-31,66747.0,11320
Yongsan-gu,2023-03-31,327.0,11170
Guro-gu,2023-03-31,69150.0,11530
Gangseo-gu,2023-03-31,54296.0,11500
Jung-gu,2023-03-31,32730.0,11140
Jongno-gu,2023-03-31,14846.0,11110
Songpa-gu,2023-03-31,47864.0,11710
Seocho-gu,2023-03-31,29927.0,11650
Nowon-gu,2023-03-31,43936.0,11350
Geumcheon-gu,2023-03-31,50144.0,11545
Jungnang-gu,2023-03-31,21715.0,11260
Gwangjin-gu,2023-03-31,43060.0,11215
Gwanak-gu,2023-03-31,42882.0,11620
Dongjak-gu,2023-03-31,83750.0,11590
Yangcheon-gu,2023-03-31,76603.0,11470
Mapo-gu,2023-03-31,60764.0,11440
Seodaemun-gu,2023-03-31,3755.0,11410
Gangbuk-gu,2023-03-31,39580.0,11305
Eunpyeong-gu,2023-03-31,3069.0,11380
Gangnam-gu,2023-03-31,97248.0,11680
Gangdong-gu,2023-03-31,35811.0,11740
Seongdong-gu,2023-03-31,4458.0,11200
Guro-gu,2023-04-01,59405.0,11530
Jongno-gu,2023-04-01,16033.0,11110
Seocho-gu,2023-04-01,25535.0,11650
Gangnam-gu,2023-04-01,95366.0,11680
Yangcheon-gu,2023-04-01,66429.0,11470
Dongjak-gu,2023-04-01,73368.0,11590
Gangdong-gu,2023-04-01,30528.0,11740
Jungnang-gu,2023-04-01,21666.0,11260
Geumcheon-gu,2023-04-01,35093.0,11545
Jung-gu,2023-04-01,32963.0,11140
Gwangjin-gu,2023-04-01,41010.0,11215
Gwanak-gu,2023-04-01,35779.0,11620
Dobong-gu,2023-04-01,54137.0,11320
Seongdong-gu,2023-04-01,6854.0,11200
Eunpyeong-gu,2023-04-01,2755.0,11380
Nowon-gu,2023-04-01,35001.0,11350
Mapo-gu,2023-04-01,51274.0,11440
Gangseo-gu,2023-04-01,40297.0,11500
Seodaemun-gu,2023-04-01,2961.0,11410
Yongsan-gu,2023-04-01,547.0,11170
Songpa-gu,2023-04-01,42189.0,11710
Gangbuk-gu,2023-04-01,41087.0,11305
Seocho-gu,2023-04-02,22185.0,11650
Geumcheon-gu,2023-04-02,30869.0,11545
Eunpyeong-gu,2023-04-02,1887.0,11380
Guro-gu,2023-04-02,62548.0,11530
Dongjak-gu,2023-04-02,81359.0,11590
Dobong-gu,2023-04-02,58905.0,11320
Seodaemun-gu,2023-04-02,3013.0,11410
Mapo-gu,2023-04-02,52902.0,11440
Gangnam-gu,2023-04-02,98211.0,11680
Songpa-gu,2023-04-02,45543.0,11710
Gangbuk-gu,2023-04-02,39079.0,11305
Jungnang-gu,2023-04-02,20336.0,11260
Gwanak-gu,2023-04-02,37304.0,11620
Gangdong-gu,2023-04-02,32167.0,11740
Jongno-gu,2023-04-02,13824.0,11110
Jung-gu,2023-04-02,28853.0,11140
Gangseo-gu,2023-04-02,38521.0,11500
Seongdong-gu,2023-04-02,7093.0,11200
Gwangjin-gu,2023-04-02,40393.0,11215
Yangcheon-gu,2023-04-02,66396.0,11470
Nowon-gu,2023-04-02,36686.0,11350
Yongsan-gu,2023-04-02,441.0,11170
Geumcheon-gu,2023-04-03,33370.0,11545
Jungnang-gu,2023-04-03,20161.0,11260
Seodaemun-gu,2023-04-03,2095.0,11410
Gwangjin-gu,2023-04-03,33472.0,11215
Seongdong-gu,2023-04-03,2649.0,11200
Nowon-gu,2023-04-03,34297.0,11350
Yongsan-gu,2023-04-03,181.0,11170
Mapo-gu,2023-04-03,39875.0,11440
Gangbuk-gu,2023-04-03,36829.0,11305
Eunpyeong-gu,2023-04-03,1811.0,11380
Gangseo-gu,2023-04-03,37635.0,11500
Jung-gu,2023-04-03,29557.0,11140
Yangcheon-gu,2023-04-03,56432.0,11470
Jongno-gu,2023-04-03,9225.0,11110
Gangdong-gu,2023-04-03,28264.0,11740
Dobong-gu,2023-04-03,55114.0,11320
Seocho-gu,2023-04-03,15442.0,11650
Songpa-gu,2023-04-03,31244.0,11710
Gwanak-gu,2023-04-03,34950.0,11620
Dongjak-gu,2023-04-03,57139.0,11590
Gangnam-gu,2023-04-03,63491.0,11680
Guro-gu,2023-04-03,52931.0,11530
Seongdong-gu,2023-04-04,1840.0,11200
Mapo-gu,2023-04-04,44400.0,11440
Gangdong-gu,2023-04-04,31414.0,11740
Seodaemun-gu,2023-04-04,2935.0,11410
Gwanak-gu,2023-04-04,34189.0,11620
Yangcheon-gu,2023-04-04,53592.0,11470
Dobong-gu,2023-04-04,54237.0,11320
Guro-gu,2023-04-04,56190.0,11530
Gangbuk-gu,2023-04-04,34470.0,11305
Yongsan-gu,2023-04-04,301.0,11170
Gangseo-gu,2023-04-04,38982.0,11500
Jung-gu,2023-04-04,24127.0,11140
Jongno-gu,2023-04-04,12322.0,11110
Songpa-gu,2023-04-04,29105.0,11710
Seocho-gu,2023-04-04,24459.0,11650
Dongjak-gu,2023-04-04,76079.0,11590
Gangnam-gu,2023-04-04,85181.0,11680
Eunpyeong-gu,2023-04-04,2444.0,11380
Geumcheon-gu,2023-04-04,53064.0,11545
Nowon-gu,2023-04-04,34101.0,11350
Gwangjin-gu,2023-04-04,34129.0,11215
Jungnang-gu,2023-04-04,19574.0,11260
Dobong-gu,2023-04-05,54147.0,11320
Gwanak-gu,2023-04-05,33414.0,11620
Yongsan-gu,2023-04-05,164.0,11170
Gangbuk-gu,2023-04-05,34440.0,11305
Jungnang-gu,2023-04-05,21501.0,11260
Gwangjin-gu,2023-04-05,36880.0,11215
Jongno-gu,2023-04-05,6877.0,11110
Jung-gu,2023-04-05,27886.0,11140
Gangdong-gu,2023-04-05,26769.0,11740
Seodaemun-gu,2023-04-05,2942.0,11410
Eunpyeong-gu,2023-04-05,1896.0,11380
Guro-gu,2023-04-05,57381.0,11530
Nowon-gu,2023-04-05,32965.0,11350
