자치구,측정날짜,방문자수,SIG_CD
Gangbuk-gu,2023-05-10,2090.0,11305
Mapo-gu,2023-05-10,1168.0,11440
Seongdong-gu,2023-05-10,1871.0,11200
Jongno-gu,2023-05-10,2985.0,11110
Songpa-gu,2023-05-10,29.0,11710
Gwangjin-gu,2023-05-10,6968.0,11215
Seodaemun-gu,2023-05-11,2598.0,11410
Gwanak-gu,2023-05-11,2125.0,11620
Gangbuk-gu,2023-05-11,2336.0,11305
Gangdong-gu,2023-05-11,4860.0,11740
Songpa-gu,2023-05-11,42.0,11710
Yongsan-gu,2023-05-11,155.0,11170
Seongdong-gu,2023-05-11,1858.0,11200
Jongno-gu,2023-05-11,3506.0,11110
Seocho-gu,2023-05-11,20320.0,11650
Gangseo-gu,2023-05-11,5875.0,11500
Gangnam-gu,2023-05-11,15713.0,11680
Jung-gu,2023-05-11,22473.0,11140
Eunpyeong-gu,2023-05-11,2186.0,11380
Mapo-gu,2023-05-11,1350.0,11440
Gwangjin-gu,2023-05-11,7612.0,11215
Yangcheon-gu,2023-05-11,2546.0,11470
Seongdong-gu,2023-05-12,2260.0,11200
Gangnam-gu,2023-05-12,21449.0,11680
Jung-gu,2023-05-12,27437.0,11140
Jongno-gu,2023-05-12,3343.0,11110
Seocho-gu,2023-05-12,26391.0,11650
Mapo-gu,2023-05-12,1325.0,11440
Gwangjin-gu,2023-05-12,7364.0,11215
Eunpyeong-gu,2023-05-12,2382.0,11380
Gangbuk-gu,2023-05-12,2587.0,11305
Seodaemun-gu,2023-05-12,2579.0,11410
Gangseo-gu,2023-05-12,5614.0,11500
Songpa-gu,2023-05-12,4.0,11710
Yangcheon-gu,2023-05-12,2692.0,11470
Gwanak-gu,2023-05-12,2534.0,11620
Gangdong-gu,2023-05-12,4920.0,11740
Yongsan-gu,2023-05-12,195.0,11170
Seocho-gu,2023-05-13,24977.0,11650
Gwangjin-gu,2023-05-13,7528.0,11215
Jongno-gu,2023-05-13,4333.0,11110
Songpa-gu,2023-05-13,103.0,11710
Jung-gu,2023-05-13,27511.0,11140
Mapo-gu,2023-05-13,2150.0,11440
Gangdong-gu,2023-05-13,4467.0,11740
Gwanak-gu,2023-05-13,2805.0,11620
Gangbuk-gu,2023-05-13,2582.0,11305
Yongsan-gu,2023-05-13,394.0,11170
Seongdong-gu,2023-05-13,4259.0,11200
Yangcheon-gu,2023-05-13,2089.0,11470
Seodaemun-gu,2023-05-13,2798.0,11410
Gangseo-gu,2023-05-13,4534.0,11500
Eunpyeong-gu,2023-05-13,2636.0,11380
Gangnam-gu,2023-05-13,22388.0,11680
Gangnam-gu,2023-05-14,13891.0,11680
Gangbuk-gu,2023-05-14,1962.0,11305
Yangcheon-gu,2023-05-14,1541.0,11470
Mapo-gu,2023-05-14,1315.0,11440
Gangdong-gu,2023-05-14,3162.0,11740
Songpa-gu,2023-05-14,248.0,11710
Seocho-gu,2023-05-14,16452.0,11650
Gwangjin-gu,2023-05-14,5532.0,11215
Eunpyeong-gu,2023-05-14,1636.0,11380
Jongno-gu,2023-05-14,3779.0,11110
Seodaemun-gu,2023-05-14,2356.0,11410
Gangseo-gu,2023-05-14,2717.0,11500
Jung-gu,2023-05-14,20744.0,11140
Seongdong-gu,2023-05-14,2960.0,11200
Yongsan-gu,2023-05-14,254.0,11170
Gwanak-gu,2023-05-14,2379.0,11620
Yongsan-gu,2023-05-15,102.0,11170
Gwangjin-gu,2023-05-15,9059.0,11215
Eunpyeong-gu,2023-05-15,2671.0,11380
Gangseo-gu,2023-05-15,6360.0,11500
Yangcheon-gu,2023-05-15,2918.0,11470
Gangbuk-gu,2023-05-15,2886.0,11305
Gangnam-gu,2023-05-15,17630.0,11680
Seongdong-gu,2023-05-15,1622.0,11200
Seodaemun-gu,2023-05-15,2662.0,11410
Mapo-gu,2023-05-15,1217.0,11440
Jung-gu,2023-05-15,33177.0,11140
Songpa-gu,2023-05-15,69.0,11710
Gangdong-gu,2023-05-15,5230.0,11740
Gwanak-gu,2023-05-15,2977.0,11620
Seocho-gu,2023-05-15,23258.0,11650
Jongno-gu,2023-05-15,2922.0,11110
Seongdong-gu,2023-05-16,1138.0,11200
Eunpyeong-gu,2023-05-16,1748.0,11380
Yongsan-gu,2023-05-16,77.0,11170
Gwangjin-gu,2023-05-16,6403.0,11215
Jung-gu,2023-05-16,22922.0,11140
Gangdong-gu,2023-05-16,3591.0,11740
Gangbuk-gu,2023-05-16,2004.0,11305
Gangseo-gu,2023-05-16,4786.0,11500
Gangnam-gu,2023-05-16,16949.0,11680
Seodaemun-gu,2023-05-16,2525.0,11410
Jongno-gu,2023-05-16,2593.0,11110
Songpa-gu,2023-05-16,35.0,11710
Seocho-gu,2023-05-16,20733.0,11650
Gwanak-gu,2023-05-16,1745.0,11620
Yangcheon-gu,2023-05-16,1943.0,11470
Mapo-gu,2023-05-16,881.0,11440
Songpa-gu,2023-05-17,231.0,11710
Seodaemun-gu,2023-05-17,2614.0,11410
Gangnam-gu,2023-05-17,14984.0,11680
Jongno-gu,2023-05-17,3321.0,11110
Seongdong-gu,2023-05-17,1710.0,11200
Yongsan-gu,2023-05-17,55.0,11170
Yangcheon-gu,2023-05-17,2467.0,11470
Seocho-gu,2023-05-17,21190.0,11650
Gwanak-gu,2023-05-17,2016.0,11620
Mapo-gu,2023-05-17,1192.0,11440
Gangseo-gu,2023-05-17,5698.0,11500
Eunpyeong-gu,2023-05-17,2295.0,11380
Gangdong-gu,2023-05-17,4758.0,11740
Jung-gu,2023-05-17,24491.0,11140
Gwangjin-gu,2023-05-17,7169.0,11215
Gangbuk-gu,2023-05-17,2288.0,11305
Jung-gu,2023-05-18,34150.0,11140
Mapo-gu,2023-05-18,1509.0,11440
Seocho-gu,2023-05-18,23428.0,11650
Gangdong-gu,2023-05-18,5946.0,11740
Yongsan-gu,2023-05-18,273.0,11170
Songpa-gu,2023-05-18,0.0,11710
Jongno-gu,2023-05-18,4017.0,11110
Gangnam-gu,2023-05-18,18972.0,11680
Yangcheon-gu,2023-05-18,3231.0,11470
Seodaemun-gu,2023-05-18,2617.0,11410
Gwangjin-gu,2023-05-18,8956.0,11215
Eunpyeong-gu,2023-05-18,2956.0,11380
Gangseo-gu,2023-05-18,8309.0,11500
Seongdong-gu,2023-05-18,2029.0,11200
Gwanak-gu,2023-05-18,2800.0,11620
Gangbuk-gu,2023-05-18,2756.0,11305
Gangbuk-gu,2023-05-19,2993.0,11305
Gwangjin-gu,2023-05-19,7769.0,11215
Songpa-gu,2023-05-19,3.0,11710
Gangdong-gu,2023-05-19,5483.0,11740
Eunpyeong-gu,2023-05-19,2541.0,11380
Gangseo-gu,2023-05-19,7540.0,11500
Yangcheon-gu,2023-05-19,2658.0,11470
Gwanak-gu,2023-05-19,2683.0,11620
Jung-gu,2023-05-19,28270.0,11140
Yongsan-gu,2023-05-19,84.0,11170
Mapo-gu,2023-05-19,1310.0,11440
Seodaemun-gu,2023-05-19,3132.0,11410
Seongdong-gu,2023-05-19,2899.0,11200
Gangnam-gu,2023-05-19,20164.0,11680
Seocho-gu,2023-05-19,27080.0,11650
Jongno-gu,2023-05-19,5104.0,11110
Seodaemun-gu,2023-05-20,3447.0,11410
Jongno-gu,2023-05-20,5429.0,11110
Eunpyeong-gu,2023-05-20,2457.0,11380
Yangcheon-gu,2023-05-20,2393.0,11470
Gangseo-gu,2023-05-20,5191.0,11500
Yongsan-gu,2023-05-20,74.0,11170
Songpa-gu,2023-05-20,621.0,11710
Seongdong-gu,2023-05-20,4920.0,11200
Gwanak-gu,2023-05-20,2831.0,11620
Seocho-gu,2023-05-20,29554.0,11650
Jung-gu,2023-05-20,31479.0,11140
Mapo-gu,2023-05-20,2132.0,11440
Gangdong-gu,2023-05-20,5222.0,11740
Gwangjin-gu,2023-05-20,8218.0,11215
Gangbuk-gu,2023-05-20,2662.0,11305
Gangnam-gu,2023-05-20,23995.0,11680
Seongdong-gu,2023-05-21,3090.0,11200
Yangcheon-gu,2023-05-21,1841.0,11470
Seocho-gu,2023-05-21,20141.0,11650
Gangseo-gu,2023-05-21,3964.0,11500
Gwanak-gu,2023-05-21,2316.0,11620
Seodaemun-gu,2023-05-21,2622.0,11410
Jung-gu,2023-05-21,26927.0,11140
Gangbuk-gu,2023-05-21,2401.0,11305
Eunpyeong-gu,2023-05-21,1955.0,11380
Gwangjin-gu,2023-05-21,6216.0,11215
Songpa-gu,2023-05-21,929.0,11710
Gangnam-gu,2023-05-21,17112.0,11680
Gangdong-gu,2023-05-21,4742.0,11740
Yongsan-gu,2023-05-21,298.0,11170
Mapo-gu,2023-05-21,2010.0,11440
Jongno-gu,2023-05-21,4298.0,11110
Seongdong-gu,2023-05-22,3577.0,11200
Gangnam-gu,2023-05-22,33788.0,11680
Gangbuk-gu,2023-05-22,5008.0,11305
Jung-gu,2023-05-22,66949.0,11140
Seocho-gu,2023-05-22,42665.0,11650
Gangdong-gu,2023-05-22,9188.0,11740
Seodaemun-gu,2023-05-22,4549.0,11410
Gwanak-gu,2023-05-22,5275.0,11620
Gwangjin-gu,2023-05-22,15393.0,11215
Songpa-gu,2023-05-22,169.0,11710
Yongsan-gu,2023-05-22,347.0,11170
Gangseo-gu,2023-05-22,12634.0,11500
Mapo-gu,2023-05-22,2738.0,11440
Eunpyeong-gu,2023-05-22,4799.0,11380
Yangcheon-gu,2023-05-22,5495.0,11470
Jongno-gu,2023-05-22,6254.0,11110
Seongdong-gu,2023-05-23,4968.0,11200
Gwangjin-gu,2023-05-23,19877.0,11215
Seodaemun-gu,2023-05-23,6577.0,11410
Jung-gu,2023-05-23,84635.0,11140
Yangcheon-gu,2023-05-23,7217.0,11470
Seocho-gu,2023-05-23,57728.0,11650
Gangbuk-gu,2023-05-23,7111.0,11305
Gangnam-gu,2023-05-23,52844.0,11680
Gangdong-gu,2023-05-23,13118.0,11740
Songpa-gu,2023-05-23,232.0,11710
Gwanak-gu,2023-05-23,6201.0,11620
Mapo-gu,2023-05-23,3372.0,11440
Yongsan-gu,2023-05-23,318.0,11170
Eunpyeong-gu,2023-05-23,6358.0,11380
Jongno-gu,2023-05-23,9089.0,11110
Gangseo-gu,2023-05-23,17184.0,11500
Gangdong-gu,2023-05-24,13457.0,11740
Gwanak-gu,2023-05-24,6578.0,11620
Seocho-gu,2023-05-24,62406.0,11650
Songpa-gu,2023-05-24,343.0,11710
Mapo-gu,2023-05-24,4033.0,11440
Seodaemun-gu,2023-05-24,6920.0,11410
Yongsan-gu,2023-05-24,707.0,11170
Jung-gu,2023-05-24,82278.0,11140
Gangseo-gu,2023-05-24,17814.0,11500
Yangcheon-gu,2023-05-24,7287.0,11470
Eunpyeong-gu,2023-05-24,6516.0,11380
Gwangjin-gu,2023-05-24,20965.0,11215
Gangnam-gu,2023-05-24,55643.0,11680
Gangbuk-gu,2023-05-24,6019.0,11305
Jongno-gu,2023-05-24,9130.0,11110
Seongdong-gu,2023-05-24,5548.0,11200
Yongsan-gu,2023-05-25,351.0,11170
Seocho-gu,2023-05-25,61997.0,11650
Gangseo-gu,2023-05-25,17170.0,11500
Gangnam-gu,2023-05-25,50604.0,11680
Mapo-gu,2023-05-25,3803.0,11440
Seongdong-gu,2023-05-25,5425.0,11200
Jung-gu,2023-05-25,83101.0,11140
Gwanak-gu,2023-05-25,6143.0,11620
Gangbuk-gu,2023-05-25,6658.0,11305
Gangdong-gu,2023-05-25,13582.0,11740
Songpa-gu,2023-05-25,231.0,11710
Seodaemun-gu,2023-05-25,6970.0,11410
Gwangjin-gu,2023-05-25,21233.0,11215
Eunpyeong-gu,2023-05-25,6169.0,11380
Jongno-gu,2023-05-25,9633.0,11110
Yangcheon-gu,2023-05-25,7754.0,11470
Eunpyeong-gu,2023-05-26,6880.0,11380
Jung-gu,2023-05-26,89860.0,11140
Songpa-gu,2023-05-26,347.0,11710
Gwanak-gu,2023-05-26,8191.0,11620
Mapo-gu,2023-05-26,4329.0,11440
Gwangjin-gu,2023-05-26,22628.0,11215
Yangcheon-gu,2023-05-26,7698.0,11470
Seongdong-gu,2023-05-26,6771.0,11200
Gangnam-gu,2023-05-26,56853.0,11680
Seocho-gu,2023-05-26,69496.0,11650
Jongno-gu,2023-05-26,10001.0,11110
Seodaemun-gu,2023-05-26,7327.0,11410
Gangdong-gu,2023-05-26,14035.0,11740
Yongsan-gu,2023-05-26,453.0,11170
Gangseo-gu,2023-05-26,18295.0,11500
Gangbuk-gu,2023-05-26,7424.0,11305
Mapo-gu,2023-05-27,4771.0,11440
Gangbuk-gu,2023-05-27,5467.0,11305
Gangnam-gu,2023-05-27,41826.0,11680
Eunpyeong-gu,2023-05-27,5748.0,11380
Yangcheon-gu,2023-05-27,5843.0,11470
Songpa-gu,2023-05-27,32.0,11710
Jung-gu,2023-05-27,109933.0,11140
Yongsan-gu,2023-05-27,878.0,11170
Seongdong-gu,2023-05-27,10283.0,11200
Gwanak-gu,2023-05-27,8655.0,11620
Gangseo-gu,2023-05-27,9817.0,11500
Jongno-gu,2023-05-27,7778.0,11110
Seodaemun-gu,2023-05-27,6209.0,11410
Gangdong-gu,2023-05-27,10255.0,11740
Seocho-gu,2023-05-27,52141.0,11650
Gwangjin-gu,2023-05-27,21403.0,11215
Yongsan-gu,2023-05-28,861.0,11170
Mapo-gu,2023-05-28,3890.0,11440
Seodaemun-gu,2023-05-28,6189.0,11410
Eunpyeong-gu,2023-05-28,5683.0,11380
Seocho-gu,2023-05-28,40278.0,11650
Gwangjin-gu,2023-05-28,20965.0,11215
Seongdong-gu,2023-05-28,7426.0,11200
Gwanak-gu,2023-05-28,8197.0,11620
Songpa-gu,2023-05-28,4.0,11710
Gangbuk-gu,2023-05-28,4992.0,11305
Gangdong-gu,2023-05-28,9236.0,11740
Gangseo-gu,2023-05-28,7630.0,11500
Jung-gu,2023-05-28,99837.0,11140
Jongno-gu,2023-05-28,5943.0,11110
Gangnam-gu,2023-05-28,30253.0,11680
Yangcheon-gu,2023-05-28,4772.0,11470
Gangseo-gu,2023-05-29,11832.0,11500
Seodaemun-gu,2023-05-29,6026.0,11410
Jung-gu,2023-05-29,94392.0,11140
Gangdong-gu,2023-05-29,12242.0,11740
Songpa-gu,2023-05-29,0.0,11710
Gwangjin-gu,2023-05-29,19620.0,11215
Jongno-gu,2023-05-29,12212.0,11110
Mapo-gu,2023-05-29,4985.0,11440
Yangcheon-gu,2023-05-29,6255.0,11470
Yongsan-gu,2023-05-29,751.0,11170
Gangbuk-gu,2023-05-29,8651.0,11305
Gangnam-gu,2023-05-29,27872.0,11680
Gwanak-gu,2023-05-29,8319.0,11620
Seocho-gu,2023-05-29,46246.0,11650
Seongdong-gu,2023-05-29,8698.0,11200
Eunpyeong-gu,2023-05-29,5802.0,11380
Gwanak-gu,2023-05-30,6224.0,11620
Seongdong-gu,2023-05-30,4527.0,11200
Mapo-gu,2023-05-30,3491.0,11440
Jongno-gu,2023-05-30,7895.0,11110
Songpa-gu,2023-05-30,1563.0,11710
Yongsan-gu,2023-05-30,249.0,11170
Jung-gu,2023-05-30,78176.0,11140
Seodaemun-gu,2023-05-30,7117.0,11410
Seocho-gu,2023-05-30,57472.0,11650
Gwangjin-gu,2023-05-30,21458.0,11215
Gangdong-gu,2023-05-30,13433.0,11740
Gangbuk-gu,2023-05-30,7555.0,11305
Gangnam-gu,2023-05-30,39371.0,11680
Gangseo-gu,2023-05-30,17756.0,11500
Yangcheon-gu,2023-05-30,7138.0,11470
Eunpyeong-gu,2023-05-30,6275.0,11380
Seongdong-gu,2023-05-31,4753.0,11200
Seocho-gu,2023-05-31,58787.0,11650
Gwangjin-gu,2023-05-31,20810.0,11215
Gangbuk-gu,2023-05-31,7439.0,11305
Gangdong-gu,2023-05-31,13525.0,11740
Yangcheon-gu,2023-05-31,7167.0,11470
Yongsan-gu,2023-05-31,319.0,11170
Jongno-gu,2023-05-31,8270.0,11110
Mapo-gu,2023-05-31,3621.0,11440
Gangnam-gu,2023-05-31,42866.0,11680
Gangseo-gu,2023-05-31,17941.0,11500
Eunpyeong-gu,2023-05-31,6481.0,11380
Seodaemun-gu,2023-05-31,6927.0,11410
Songpa-gu,2023-05-31,175.0,11710
Gwanak-gu,2023-05-31,6019.0,11620
Jung-gu,2023-05-31,78360.0,11140
Eunpyeong-gu,2023-06-01,6393.0,11380
Gangdong-gu,2023-06-01,13464.0,11740
Jung-gu,2023-06-01,79229.0,11140
Gangbuk-gu,2023-06-01,7606.0,11305
Gangseo-gu,2023-06-01,18504.0,11500
Gangnam-gu,2023-06-01,51428.0,11680
Seodaemun-gu,2023-06-01,6915.0,11410
Gwangjin-gu,2023-06-01,21132.0,11215
Mapo-gu,2023-06-01,3623.0,11440
Yangcheon-gu,2023-06-01,7352.0,11470
Seocho-gu,2023-06-01,62943.0,11650
Jongno-gu,2023-06-01,8497.0,11110
Songpa-gu,2023-06-01,0.0,11710
Seongdong-gu,2023-06-01,5112.0,11200
Yongsan-gu,2023-06-01,757.0,11170
Gwanak-gu,2023-06-01,6478.0,11620
Gangseo-gu,2023-06-02,17329.0,11500
Jung-gu,2023-06-02,85270.0,11140
Jongno-gu,2023-06-02,9771.0,11110
Seongdong-gu,2023-06-02,6125.0,11200
Eunpyeong-gu,2023-06-02,6494.0,11380
Gwanak-gu,2023-06-02,7732.0,11620
Gangdong-gu,2023-06-02,14159.0,11740
Mapo-gu,2023-06-02,4305.0,11440
Gwangjin-gu,2023-06-02,22059.0,11215
Gangbuk-gu,2023-06-02,7521.0,11305
Yongsan-gu,2023-06-02,812.0,11170
Seocho-gu,2023-06-02,71316.0,11650
Gangnam-gu,2023-06-02,63190.0,11680
Yangcheon-gu,2023-06-02,7773.0,11470
Songpa-gu,2023-06-02,7.0,11710
Seodaemun-gu,2023-06-02,7067.0,11410
Seocho-gu,2023-06-03,63524.0,11650
Gwanak-gu,2023-06-03,8703.0,11620
Mapo-gu,2023-06-03,5699.0,11440
Yangcheon-gu,2023-06-03,6706.0,11470
Seodaemun-gu,2023-06-03,7502.0,11410
Jongno-gu,2023-06-03,13727.0,11110
Seongdong-gu,2023-06-03,11199.0,11200
Gangdong-gu,2023-06-03,12645.0,11740
Yongsan-gu,2023-06-03,485.0,11170
Gangnam-gu,2023-06-03,61290.0,11680
Eunpyeong-gu,2023-06-03,6235.0,11380
Jung-gu,2023-06-03,99370.0,11140
Gwangjin-gu,2023-06-03,20812.0,11215
Gangbuk-gu,2023-06-03,8687.0,11305
Gangseo-gu,2023-06-03,11536.0,11500
Songpa-gu,2023-06-03,173.0,11710
Eunpyeong-gu,2023-06-04,4853.0,11380
Gangnam-gu,2023-06-04,40963.0,11680
Jung-gu,2023-06-04,92047.0,11140
Seodaemun-gu,2023-06-04,6042.0,11410
Songpa-gu,2023-06-04,98.0,11710
Gangbuk-gu,2023-06-04,7187.0,11305
Jongno-gu,2023-06-04,11087.0,11110
Seongdong-gu,2023-06-04,9748.0,11200
Yongsan-gu,2023-06-04,203.0,11170
Gwanak-gu,2023-06-04,7133.0,11620
Seocho-gu,2023-06-04,45509.0,11650
Gangdong-gu,2023-06-04,11157.0,11740
Gwangjin-gu,2023-06-04,17064.0,11215
Mapo-gu,2023-06-04,4839.0,11440
Yangcheon-gu,2023-06-04,5151.0,11470
Gangseo-gu,2023-06-04,8896.0,11500
Gangdong-gu,2023-06-05,12862.0,11740
Yongsan-gu,2023-06-05,476.0,11170
Songpa-gu,2023-06-05,201.0,11710
Seocho-gu,2023-06-05,61967.0,11650
Gangnam-gu,2023-06-05,58182.0,11680
Seongdong-gu,2023-06-05,6995.0,11200
Gwangjin-gu,2023-06-05,20813.0,11215
Jung-gu,2023-06-05,95191.0,11140
Eunpyeong-gu,2023-06-05,6678.0,11380
Mapo-gu,2023-06-05,4192.0,11440
Jongno-gu,2023-06-05,10830.0,11110
Seodaemun-gu,2023-06-05,6640.0,11410
Gangseo-gu,2023-06-05,14167.0,11500
Yangcheon-gu,2023-06-05,7483.0,11470
Gangbuk-gu,2023-06-05,8281.0,11305
Gwanak-gu,2023-06-05,7167.0,11620
Gwangjin-gu,2023-06-06,18106.0,11215
Seongdong-gu,2023-06-06,10647.0,11200
Jongno-gu,2023-06-06,11342.0,11110
Gangseo-gu,2023-06-06,10302.0,11500
Yangcheon-gu,2023-06-06,5319.0,11470
Songpa-gu,2023-06-06,77.0,11710
Gangnam-gu,2023-06-06,40973.0,11680
Seodaemun-gu,2023-06-06,6019.0,11410
Eunpyeong-gu,2023-06-06,5342.0,11380
Jung-gu,2023-06-06,87630.0,11140
Gangdong-gu,2023-06-06,11844.0,11740
Gangbuk-gu,2023-06-06,9171.0,11305
Yongsan-gu,2023-06-06,1030.0,11170
Mapo-gu,2023-06-06,4950.0,11440
Seocho-gu,2023-06-06,42531.0,11650
Gwanak-gu,2023-06-06,7575.0,11620
Yangcheon-gu,2023-06-07,7091.0,11470
Gangseo-gu,2023-06-07,16791.0,11500
Eunpyeong-gu,2023-06-07,6571.0,11380
Seodaemun-gu,2023-06-07,6991.0,11410
Gangnam-gu,2023-06-07,55026.0,11680
Songpa-gu,2023-06-07,0.0,11710
Gangbuk-gu,2023-06-07,7484.0,11305
Seocho-gu,2023-06-07,61000.0,11650
Jongno-gu,2023-06-07,8858.0,11110
Gangdong-gu,2023-06-07,13600.0,11740
Jung-gu,2023-06-07,75557.0,11140
Gwanak-gu,2023-06-07,5726.0,11620
Gwangjin-gu,2023-06-07,19913.0,11215
Yongsan-gu,2023-06-07,693.0,11170
Mapo-gu,2023-06-07,3592.0,11440
Seongdong-gu,2023-06-07,4640.0,11200
Seodaemun-gu,2023-06-08,6885.0,11410
Gwangjin-gu,2023-06-08,20319.0,11215
Seongdong-gu,2023-06-08,4315.0,11200
Gangnam-gu,2023-06-08,57251.0,11680
Mapo-gu,2023-06-08,3644.0,11440
Songpa-gu,2023-06-08,110.0,11710
Gangbuk-gu,2023-06-08,6863.0,11305
Seocho-gu,2023-06-08,58024.0,11650
Eunpyeong-gu,2023-06-08,6238.0,11380
Gwanak-gu,2023-06-08,5906.0,11620
Yangcheon-gu,2023-06-08,7111.0,11470
Jung-gu,2023-06-08,88142.0,11140
Jongno-gu,2023-06-08,7842.0,11110
Yongsan-gu,2023-06-08,717.0,11170
Gangdong-gu,2023-06-08,12983.0,11740
Gangseo-gu,2023-06-08,16235.0,11500
Yongsan-gu,2023-06-09,177.0,11170
Seongdong-gu,2023-06-09,5661.0,11200
Seocho-gu,2023-06-09,66582.0,11650
Yangcheon-gu,2023-06-09,23187.0,11470
Seodaemun-gu,2023-06-09,6786.0,11410
Songpa-gu,2023-06-09,6291.0,11710
Dobong-gu,2023-06-09,13907.0,11320
Eunpyeong-gu,2023-06-09,6331.0,11380
Gwanak-gu,2023-06-09,13112.0,11620
Jongno-gu,2023-06-09,10940.0,11110
Nowon-gu,2023-06-09,9733.0,11350
Guro-gu,2023-06-09,14917.0,11530
Gangdong-gu,2023-06-09,23409.0,11740
Gangnam-gu,2023-06-09,74000.0,11680
Geumcheon-gu,2023-06-09,11179.0,11545
Gangseo-gu,2023-06-09,20837.0,11500
Dongjak-gu,2023-06-09,16231.0,11590
Jung-gu,2023-06-09,84368.0,11140
Jungnang-gu,2023-06-09,5369.0,11260
Mapo-gu,2023-06-09,12052.0,11440
Gangbuk-gu,2023-06-09,17397.0,11305
Gwangjin-gu,2023-06-09,28038.0,11215
Gwanak-gu,2023-06-10,82682.0,11620
Jungnang-gu,2023-06-10,42455.0,11260
Songpa-gu,2023-06-10,65745.0,11710
Gangnam-gu,2023-06-10,199816.0,11680
Jongno-gu,2023-06-10,34256.0,11110
Gwangjin-gu,2023-06-10,81607.0,11215
Gangdong-gu,2023-06-10,99524.0,11740
Seongdong-gu,2023-06-10,9595.0,11200
Seodaemun-gu,2023-06-10,6897.0,11410
Mapo-gu,2023-06-10,68847.0,11440
Eunpyeong-gu,2023-06-10,6435.0,11380
Dongjak-gu,2023-06-10,164873.0,11590
Jung-gu,2023-06-10,95297.0,11140
Gangseo-gu,2023-06-10,42426.0,11500
Guro-gu,2023-06-10,132397.0,11530
Seocho-gu,2023-06-10,62319.0,11650
Geumcheon-gu,2023-06-10,101752.0,11545
Yangcheon-gu,2023-06-10,140185.0,11470
Nowon-gu,2023-06-10,72845.0,11350
Gangbuk-gu,2023-06-10,94603.0,11305
Yongsan-gu,2023-06-10,586.0,11170
Dobong-gu,2023-06-10,106510.0,11320
Seongdong-gu,2023-06-11,8424.0,11200
Geumcheon-gu,2023-06-11,99469.0,11545
Jung-gu,2023-06-11,85443.0,11140
Yangcheon-gu,2023-06-11,126450.0,11470
Gwangjin-gu,2023-06-11,72901.0,11215
Gangbuk-gu,2023-06-11,86148.0,11305
Songpa-gu,2023-06-11,62486.0,11710
Jongno-gu,2023-06-11,32143.0,11110
Gangdong-gu,2023-06-11,89974.0,11740
Dongjak-gu,2023-06-11,149619.0,11590
Guro-gu,2023-06-11,123749.0,11530
Seocho-gu,2023-06-11,39172.0,11650
Gangseo-gu,2023-06-11,37653.0,11500
Dobong-gu,2023-06-11,100780.0,11320
Nowon-gu,2023-06-11,68564.0,11350
Yongsan-gu,2023-06-11,338.0,11170
Seodaemun-gu,2023-06-11,6270.0,11410
Gwanak-gu,2023-06-11,75078.0,11620
Jungnang-gu,2023-06-11,39526.0,11260
Mapo-gu,2023-06-11,61180.0,11440
Gangnam-gu,2023-06-11,168562.0,11680
Eunpyeong-gu,2023-06-11,4861.0,11380
Jungnang-gu,2023-06-12,42481.0,11260
Jongno-gu,2023-06-12,24842.0,11110
Seongdong-gu,2023-06-12,4253.0,11200
Seodaemun-gu,2023-06-12,6588.0,11410
Gangseo-gu,2023-06-12,47724.0,11500
Gangbuk-gu,2023-06-12,97060.0,11305
Gangdong-gu,2023-06-12,102158.0,11740
Songpa-gu,2023-06-12,59971.0,11710
Yangcheon-gu,2023-06-12,139985.0,11470
Jung-gu,2023-06-12,87649.0,11140
Mapo-gu,2023-06-12,61819.0,11440
Gangnam-gu,2023-06-12,196324.0,11680
Dobong-gu,2023-06-12,111321.0,11320
Eunpyeong-gu,2023-06-12,6162.0,11380
Yongsan-gu,2023-06-12,367.0,11170
Gwangjin-gu,2023-06-12,79037.0,11215
Nowon-gu,2023-06-12,73497.0,11350
Seocho-gu,2023-06-12,59018.0,11650
Guro-gu,2023-06-12,135389.0,11530
Geumcheon-gu,2023-06-12,112797.0,11545
Dongjak-gu,2023-06-12,169715.0,11590
Gwanak-gu,2023-06-12,76103.0,11620
Eunpyeong-gu,2023-06-13,6244.0,11380
Seocho-gu,2023-06-13,59030.0,11650
Guro-gu,2023-06-13,131063.0,11530
Jung-gu,2023-06-13,83446.0,11140
Dongjak-gu,2023-06-13,167684.0,11590
Gangdong-gu,2023-06-13,100043.0,11740
Seodaemun-gu,2023-06-13,6971.0,11410
Mapo-gu,2023-06-13,63245.0,11440
Gangnam-gu,2023-06-13,197651.0,11680
Jungnang-gu,2023-06-13,39967.0,11260
Dobong-gu,2023-06-13,106511.0,11320
Yongsan-gu,2023-06-13,439.0,11170
Nowon-gu,2023-06-13,72006.0,11350
Gangseo-gu,2023-06-13,46246.0,11500
Gwangjin-gu,2023-06-13,78854.0,11215
Yangcheon-gu,2023-06-13,137633.0,11470
Songpa-gu,2023-06-13,60260.0,11710
Geumcheon-gu,2023-06-13,111536.0,11545
Seongdong-gu,2023-06-13,4778.0,11200
Gangbuk-gu,2023-06-13,92188.0,11305
Gwanak-gu,2023-06-13,77068.0,11620
Jongno-gu,2023-06-13,28482.0,11110
Jung-gu,2023-06-14,92344.0,11140
Geumcheon-gu,2023-06-14,111455.0,11545
Jongno-gu,2023-06-14,28730.0,11110
Gangseo-gu,2023-06-14,48741.0,11500
Seongdong-gu,2023-06-14,4614.0,11200
