"long","lat","order","hole","piece","id","group"
127.02323896,37.57530711,307,FALSE,"1",11110,"11110.1"
127.02323967,37.57528798,308,FALSE,"1",11110,"11110.1"
127.02324002,37.57528206,309,FALSE,"1",11110,"11110.1"
127.02324019,37.57527727,310,FALSE,"1",11110,"11110.1"
127.02324037,37.57526996,311,FALSE,"1",11110,"11110.1"
127.023253,37.57493179,312,FALSE,"1",11110,"11110.1"
127.02325459,37.57488816,313,FALSE,"1",11110,"11110.1"
127.02325634,37.57484395,314,FALSE,"1",11110,"11110.1"
127.0232602,37.57473977,315,FALSE,"1",11110,"11110.1"
127.02326178,37.5746936,316,FALSE,"1",11110,"11110.1"
127.02326529,37.57459759,317,FALSE,"1",11110,"11110.1"
127.02326967,37.5744813,318,FALSE,"1",11110,"11110.1"
127.02328687,37.57399617,319,FALSE,"1",11110,"11110.1"
127.02329177,37.57380893,320,FALSE,"1",11110,"11110.1"
127.02329581,37.57369265,321,FALSE,"1",11110,"11110.1"
127.02329633,37.57366309,322,FALSE,"1",11110,"11110.1"
127.02329843,37.5736079,323,FALSE,"1",11110,"11110.1"
127.02330053,37.5735499,324,FALSE,"1",11110,"11110.1"
127.02330141,37.57352399,325,FALSE,"1",11110,"11110.1"
127.02330246,37.57349415,326,FALSE,"1",11110,"11110.1"
127.02330352,37.5734674,327,FALSE,"1",11110,"11110.1"
127.02330439,37.57344178,328,FALSE,"1",11110,"11110.1"
127.02330492,37.57342573,329,FALSE,"1",11110,"11110.1"
127.0233051,37.5734201,330,FALSE,"1",11110,"11110.1"
127.02330545,37.57341362,331,FALSE,"1",11110,"11110.1"
127.02330685,37.57337983,332,FALSE,"1",11110,"11110.1"
127.02331106,37.57325088,333,FALSE,"1",11110,"11110.1"
127.02334438,37.57225754,334,FALSE,"1",11110,"11110.1"
127.02335251,37.57225021,335,FALSE,"1",11110,"11110.1"
127.02336532,37.57191431,336,FALSE,"1",11110,"11110.1"
127.02335825,37.57190728,337,FALSE,"1",11110,"11110.1"
127.02313683,37.57196081,338,FALSE,"1",11110,"11110.1"
127.02310162,37.57196899,339,FALSE,"1",11110,"11110.1"
127.02299462,37.57198251,340,FALSE,"1",11110,"11110.1"
127.02292123,37.57199155,341,FALSE,"1",11110,"11110.1"
127.02277088,37.57200114,342,FALSE,"1",11110,"11110.1"
127.02251832,37.57201752,343,FALSE,"1",11110,"11110.1"
127.02245288,37.57202175,344,FALSE,"1",11110,"11110.1"
127.0224359,37.57202232,345,FALSE,"1",11110,"11110.1"
127.02228114,37.57202235,346,FALSE,"1",11110,"11110.1"
127.02220508,37.57202207,347,FALSE,"1",11110,"11110.1"
127.02200345,37.57199875,348,FALSE,"1",11110,"11110.1"
127.02194242,37.57198918,349,FALSE,"1",11110,"11110.1"
