자치구,측정날짜,방문자수
Gangseo-gu,2023-02-03,59709
Yongsan-gu,2023-02-03,655
Seoul_Grand_Park,2023-02-03,6595
Yangcheon-gu,2023-02-03,108596
Gwanak-gu,2023-02-03,32666
Seocho-gu,2023-02-03,46833
Dobong-gu,2023-02-03,122802
Jung-gu,2023-02-03,66564
Gangdong-gu,2023-02-03,79606
Seodaemun-gu,2023-02-03,6457
Gwangjin-gu,2023-02-03,85226
Geumcheon-gu,2023-02-03,111630
Songpa-gu,2023-02-03,27866
Seongdong-gu,2023-02-03,3523
Eunpyeong-gu,2023-02-03,5525
Guro-gu,2023-02-03,132858
Jongno-gu,2023-02-03,5619
Dongjak-gu,2023-02-03,138617
Gangnam-gu,2023-02-03,125402
Mapo-gu,2023-02-03,113632
Nowon-gu,2023-02-03,55724
Yangcheon-gu,2023-02-04,109993
Seocho-gu,2023-02-04,45741
Gangdong-gu,2023-02-04,78464
Mapo-gu,2023-02-04,122619
Seodaemun-gu,2023-02-04,6561
Gwanak-gu,2023-02-04,35475
Dobong-gu,2023-02-04,125525
Gangnam-gu,2023-02-04,129130
Songpa-gu,2023-02-04,30637
Eunpyeong-gu,2023-02-04,5566
Gwangjin-gu,2023-02-04,86968
Nowon-gu,2023-02-04,55643
Seongdong-gu,2023-02-04,6876
Jongno-gu,2023-02-04,8923
Guro-gu,2023-02-04,131542
Jungnang-gu,2023-02-04,48307
Seoul_Grand_Park,2023-02-04,17293
Gangbuk-gu,2023-02-04,93885
Gangseo-gu,2023-02-04,53363
Dongjak-gu,2023-02-04,144581
Yongsan-gu,2023-02-04,889
Geumcheon-gu,2023-02-04,104100
Jung-gu,2023-02-04,76405
Geumcheon-gu,2023-02-05,86934
Gwangjin-gu,2023-02-05,73838
Seodaemun-gu,2023-02-05,5560
Jungnang-gu,2023-02-05,42555
Gangnam-gu,2023-02-05,99360
Gangbuk-gu,2023-02-05,83224
Jung-gu,2023-02-05,65618
Gangdong-gu,2023-02-05,69058
Eunpyeong-gu,2023-02-05,3816
Seongdong-gu,2023-02-05,6105
Yongsan-gu,2023-02-05,798
Guro-gu,2023-02-05,121928
Seoul_Grand_Park,2023-02-05,17791
Seocho-gu,2023-02-05,30059
Mapo-gu,2023-02-05,113103
Yangcheon-gu,2023-02-05,94831
Gangseo-gu,2023-02-05,46524
Jongno-gu,2023-02-05,14643
Gwanak-gu,2023-02-05,30910
Dobong-gu,2023-02-05,112820
Songpa-gu,2023-02-05,27158
Nowon-gu,2023-02-05,50430
Dongjak-gu,2023-02-05,137791
Seoul_Grand_Park,2023-02-12,2
Gwangjin-gu,2023-02-12,0
Gangbuk-gu,2023-02-12,463
Jungnang-gu,2023-02-12,334
Jung-gu,2023-02-12,197
Yangcheon-gu,2023-02-12,8
Eunpyeong-gu,2023-02-13,5656
Mapo-gu,2023-02-13,108340
Gangbuk-gu,2023-02-13,91194
Songpa-gu,2023-02-13,29102
Jongno-gu,2023-02-13,17963
Seoul_Grand_Park,2023-02-13,8710
Geumcheon-gu,2023-02-13,107382
Jung-gu,2023-02-13,74558
Seodaemun-gu,2023-02-13,5894
Seocho-gu,2023-02-13,43856
Dobong-gu,2023-02-13,126200
Yongsan-gu,2023-02-13,594
Gangseo-gu,2023-02-13,59296
Guro-gu,2023-02-13,130883
Seongdong-gu,2023-02-13,3608
Gangnam-gu,2023-02-13,122079
Jungnang-gu,2023-02-13,46099
Dongjak-gu,2023-02-13,164331
Gangdong-gu,2023-02-13,76874
Nowon-gu,2023-02-13,56449
Gwanak-gu,2023-02-13,32524
Gwangjin-gu,2023-02-13,80593
Yangcheon-gu,2023-02-13,111676
Jongno-gu,2023-02-14,7570
Geumcheon-gu,2023-02-14,107277
Jung-gu,2023-02-14,66363
Gangdong-gu,2023-02-14,74105
Gwanak-gu,2023-02-14,30188
Seodaemun-gu,2023-02-14,6331
Seocho-gu,2023-02-14,43220
Eunpyeong-gu,2023-02-14,5556
Songpa-gu,2023-02-14,27116
Dobong-gu,2023-02-14,117659
Yongsan-gu,2023-02-14,673
Gangseo-gu,2023-02-14,58608
Guro-gu,2023-02-14,124521
Mapo-gu,2023-02-14,103608
Gangbuk-gu,2023-02-14,87443
Jungnang-gu,2023-02-14,44306
Nowon-gu,2023-02-14,52594
Yangcheon-gu,2023-02-14,104643
Gangnam-gu,2023-02-14,121805
Seoul_Grand_Park,2023-02-14,8772
Seongdong-gu,2023-02-14,4442
Dongjak-gu,2023-02-14,131402
Gwangjin-gu,2023-02-14,79063
Eunpyeong-gu,2023-02-15,5665
Dongjak-gu,2023-02-15,141160
Gwangjin-gu,2023-02-15,79028
Dobong-gu,2023-02-15,119914
Yongsan-gu,2023-02-15,737
Mapo-gu,2023-02-15,104623
Yangcheon-gu,2023-02-15,143171
Jung-gu,2023-02-15,66691
Jungnang-gu,2023-02-15,44458
Jongno-gu,2023-02-15,10810
Gangseo-gu,2023-02-15,58596
Seoul_Grand_Park,2023-02-15,9031
Seodaemun-gu,2023-02-15,6254
Songpa-gu,2023-02-15,27768
Gwanak-gu,2023-02-15,32250
Gangdong-gu,2023-02-15,74470
Seongdong-gu,2023-02-15,4149
Gangbuk-gu,2023-02-15,88615
Guro-gu,2023-02-15,127713
Geumcheon-gu,2023-02-15,103433
Gangnam-gu,2023-02-15,126135
Nowon-gu,2023-02-15,55010
Seocho-gu,2023-02-15,52406
Guro-gu,2023-02-16,125956
Eunpyeong-gu,2023-02-16,4955
Yangcheon-gu,2023-02-16,138046
Gangdong-gu,2023-02-16,74762
Nowon-gu,2023-02-16,55279
Dongjak-gu,2023-02-16,137777
Gwanak-gu,2023-02-16,31637
Gangseo-gu,2023-02-16,58686
Jongno-gu,2023-02-16,5681
Yongsan-gu,2023-02-16,648
Jungnang-gu,2023-02-16,44235
Seoul_Grand_Park,2023-02-16,7695
Dobong-gu,2023-02-16,118925
Seongdong-gu,2023-02-16,3622
Gangnam-gu,2023-02-16,122320
Gwangjin-gu,2023-02-16,77557
Jung-gu,2023-02-16,68403
Seodaemun-gu,2023-02-16,5704
Geumcheon-gu,2023-02-16,104484
Seocho-gu,2023-02-16,62242
Gangbuk-gu,2023-02-16,88158
Songpa-gu,2023-02-16,26867
Mapo-gu,2023-02-16,102900
Seocho-gu,2023-02-17,72974
Jung-gu,2023-02-17,74752
Gangdong-gu,2023-02-17,78337
Mapo-gu,2023-02-17,109905
Guro-gu,2023-02-17,129684
Dongjak-gu,2023-02-17,155198
Gangbuk-gu,2023-02-17,91641
Gangnam-gu,2023-02-17,132686
Geumcheon-gu,2023-02-17,101497
Nowon-gu,2023-02-17,56181
Jongno-gu,2023-02-17,16079
Gwangjin-gu,2023-02-17,82964
Jungnang-gu,2023-02-17,46495
Seongdong-gu,2023-02-17,4780
Gwanak-gu,2023-02-17,33124
Yangcheon-gu,2023-02-17,108267
Seoul_Grand_Park,2023-02-17,11953
Gangseo-gu,2023-02-17,61973
Seodaemun-gu,2023-02-17,6622
Dobong-gu,2023-02-17,118136
Eunpyeong-gu,2023-02-17,5875
Yongsan-gu,2023-02-17,619
Songpa-gu,2023-02-17,28553
Dobong-gu,2023-02-18,121578
Gangnam-gu,2023-02-18,132700
Geumcheon-gu,2023-02-18,97310
Seodaemun-gu,2023-02-18,6312
Gwanak-gu,2023-02-18,36429
Nowon-gu,2023-02-18,56111
Gwangjin-gu,2023-02-18,84179
Jongno-gu,2023-02-18,22520
Eunpyeong-gu,2023-02-18,5194
Jungnang-gu,2023-02-18,46972
Seocho-gu,2023-02-18,67983
Seongdong-gu,2023-02-18,7303
Dongjak-gu,2023-02-18,158566
Gangbuk-gu,2023-02-18,95650
Gangseo-gu,2023-02-18,56461
Jung-gu,2023-02-18,82776
Songpa-gu,2023-02-18,31147
Gangdong-gu,2023-02-18,77693
Yangcheon-gu,2023-02-18,107350
Seoul_Grand_Park,2023-02-18,32574
Mapo-gu,2023-02-18,117916
Guro-gu,2023-02-18,132414
Yongsan-gu,2023-02-18,1113
Seodaemun-gu,2023-02-19,5349
Yongsan-gu,2023-02-19,864
Guro-gu,2023-02-19,122279
Geumcheon-gu,2023-02-19,86346
Gangnam-gu,2023-02-19,100264
Jung-gu,2023-02-19,69528
Nowon-gu,2023-02-19,52651
Seongdong-gu,2023-02-19,5901
Gangseo-gu,2023-02-19,47246
Dobong-gu,2023-02-19,114442
Seocho-gu,2023-02-19,38735
Jungnang-gu,2023-02-19,44786
Gangbuk-gu,2023-02-19,82293
Gangdong-gu,2023-02-19,68682
Gwangjin-gu,2023-02-19,74761
Gwanak-gu,2023-02-19,31539
Jongno-gu,2023-02-19,8230
Yangcheon-gu,2023-02-19,96361
Seoul_Grand_Park,2023-02-19,32557
Mapo-gu,2023-02-19,109077
Dongjak-gu,2023-02-19,132412
Eunpyeong-gu,2023-02-19,3842
Songpa-gu,2023-02-19,27546
Dongjak-gu,2023-02-20,154461
Seoul_Grand_Park,2023-02-20,15649
Dobong-gu,2023-02-20,153769
Seocho-gu,2023-02-20,81947
Jungnang-gu,2023-02-20,60495
Eunpyeong-gu,2023-02-20,6219
Yangcheon-gu,2023-02-20,136401
Gwanak-gu,2023-02-20,40422
Guro-gu,2023-02-20,161870
Gangbuk-gu,2023-02-20,116032
Songpa-gu,2023-02-20,32836
Seodaemun-gu,2023-02-20,6946
Gangdong-gu,2023-02-20,99970
Gangnam-gu,2023-02-20,162053
Geumcheon-gu,2023-02-20,125468
Mapo-gu,2023-02-20,134103
Jung-gu,2023-02-20,103887
Yongsan-gu,2023-02-20,891
Nowon-gu,2023-02-20,71541
Jongno-gu,2023-02-20,7419
Gwangjin-gu,2023-02-20,101928
Seongdong-gu,2023-02-20,3500
Gangseo-gu,2023-02-20,77379
Dobong-gu,2023-02-21,232340
Gangbuk-gu,2023-02-21,181626
Yongsan-gu,2023-02-21,1222
Jungnang-gu,2023-02-21,92133
Eunpyeong-gu,2023-02-21,10807
Seocho-gu,2023-02-21,120171
Geumcheon-gu,2023-02-21,201597
Mapo-gu,2023-02-21,199303
Jung-gu,2023-02-21,135190
Gwangjin-gu,2023-02-21,153513
Seodaemun-gu,2023-02-21,11937
Songpa-gu,2023-02-21,53131
Seoul_Grand_Park,2023-02-21,30001
Jongno-gu,2023-02-21,11792
Nowon-gu,2023-02-21,108341
Guro-gu,2023-02-21,247806
Gangnam-gu,2023-02-21,238501
Seongdong-gu,2023-02-21,7298
Gangdong-gu,2023-02-21,154392
Gangseo-gu,2023-02-21,116007
Dongjak-gu,2023-02-21,239978
Gwanak-gu,2023-02-21,60078
Yangcheon-gu,2023-02-21,210111
Seodaemun-gu,2023-02-22,3153
Gangnam-gu,2023-02-22,75843
Geumcheon-gu,2023-02-22,60603
Mapo-gu,2023-02-22,62835
Seongdong-gu,2023-02-22,1900
Jung-gu,2023-02-22,35041
Nowon-gu,2023-02-22,38521
Gwangjin-gu,2023-02-22,45571
Jongno-gu,2023-02-22,2790
Gangdong-gu,2023-02-22,44862
Seocho-gu,2023-02-22,32804
Dongjak-gu,2023-02-22,82937
Guro-gu,2023-02-22,82764
Yongsan-gu,2023-02-22,312
Dobong-gu,2023-02-22,78688
Gangseo-gu,2023-02-22,34319
Seoul_Grand_Park,2023-02-22,8424
Gwanak-gu,2023-02-22,20609
Gangbuk-gu,2023-02-22,50845
Eunpyeong-gu,2023-02-22,2206
Songpa-gu,2023-02-22,18205
Yangcheon-gu,2023-02-22,93168
Jungnang-gu,2023-02-22,26921
Mapo-gu,2023-02-23,53535
Yangcheon-gu,2023-02-23,54255
Seongdong-gu,2023-02-23,1612
Jungnang-gu,2023-02-23,17887
Seoul_Grand_Park,2023-02-23,7518
Nowon-gu,2023-02-23,23852
Songpa-gu,2023-02-23,15203
Seodaemun-gu,2023-02-23,2559
Yongsan-gu,2023-02-23,240
Seocho-gu,2023-02-23,27373
Jongno-gu,2023-02-23,2488
Jung-gu,2023-02-23,16291
Guro-gu,2023-02-23,59147
Geumcheon-gu,2023-02-23,44064
Dobong-gu,2023-02-23,50390
Gwangjin-gu,2023-02-23,30824
Dongjak-gu,2023-02-23,68455
Gangdong-gu,2023-02-23,30404
Eunpyeong-gu,2023-02-23,2218
Gangnam-gu,2023-02-23,56988
Gwanak-gu,2023-02-23,13472
Gangseo-gu,2023-02-23,24153
Gangbuk-gu,2023-02-23,29558
Seongdong-gu,2023-02-24,1976
Jongno-gu,2023-02-24,2930
Eunpyeong-gu,2023-02-24,2251
Jung-gu,2023-02-24,28769
Gangnam-gu,2023-02-24,60242
Gangseo-gu,2023-02-24,25077
Dobong-gu,2023-02-24,54049
Jungnang-gu,2023-02-24,20215
Seodaemun-gu,2023-02-24,3116
Songpa-gu,2023-02-24,14931
Geumcheon-gu,2023-02-24,45532
Guro-gu,2023-02-24,60648
Gangbuk-gu,2023-02-24,38772
Yongsan-gu,2023-02-24,340
Gwanak-gu,2023-02-24,16669
Seocho-gu,2023-02-24,29720
Nowon-gu,2023-02-24,24968
Yangcheon-gu,2023-02-24,75362
Gwangjin-gu,2023-02-24,36040
Dongjak-gu,2023-02-24,79446
Mapo-gu,2023-02-24,55985
Gangdong-gu,2023-02-24,34756
Seoul_Grand_Park,2023-02-24,9660
Gwanak-gu,2023-02-25,16762
Songpa-gu,2023-02-25,14003
Gangseo-gu,2023-02-25,25826
Nowon-gu,2023-02-25,25717
Mapo-gu,2023-02-25,47532
Gangnam-gu,2023-02-25,51820
Seocho-gu,2023-02-25,23902
Gwangjin-gu,2023-02-25,37596
Yangcheon-gu,2023-02-25,52344
Jungnang-gu,2023-02-25,25823
Guro-gu,2023-02-25,67285
Geumcheon-gu,2023-02-25,47278
Dobong-gu,2023-02-25,59474
Eunpyeong-gu,2023-02-25,2270
Jongno-gu,2023-02-25,4076
Dongjak-gu,2023-02-25,50435
Seodaemun-gu,2023-02-25,2383
Seongdong-gu,2023-02-25,2786
Gangdong-gu,2023-02-25,35084
Yongsan-gu,2023-02-25,542
Gangbuk-gu,2023-02-25,45466
Jung-gu,2023-02-25,36125
Seoul_Grand_Park,2023-02-25,19014
Gangnam-gu,2023-02-26,42041
Seongdong-gu,2023-02-26,2751
Jung-gu,2023-02-26,26464
Guro-gu,2023-02-26,55304
Jungnang-gu,2023-02-26,18223
Seocho-gu,2023-02-26,14828
Gangbuk-gu,2023-02-26,31957
Gangseo-gu,2023-02-26,18068
Eunpyeong-gu,2023-02-26,1459
Geumcheon-gu,2023-02-26,32542
Seodaemun-gu,2023-02-26,2569
Dobong-gu,2023-02-26,49678
Yangcheon-gu,2023-02-26,46141
Jongno-gu,2023-02-26,3122
Gwangjin-gu,2023-02-26,30330
Gangdong-gu,2023-02-26,27163
Dongjak-gu,2023-02-26,51849
Seoul_Grand_Park,2023-02-26,22057
Gwanak-gu,2023-02-26,13138
Mapo-gu,2023-02-26,49974
Songpa-gu,2023-02-26,13737
Nowon-gu,2023-02-26,21735
Yongsan-gu,2023-02-26,374
Gwanak-gu,2023-02-27,12468
Dobong-gu,2023-02-27,50475
Geumcheon-gu,2023-02-27,43080
Yangcheon-gu,2023-02-27,43448
Seoul_Grand_Park,2023-02-27,10412
Seocho-gu,2023-02-27,21007
Gwangjin-gu,2023-02-27,29759
Gangbuk-gu,2023-02-27,38837
Mapo-gu,2023-02-27,40226
Guro-gu,2023-02-27,56999
Dongjak-gu,2023-02-27,65583
Gangdong-gu,2023-02-27,29410
Nowon-gu,2023-02-27,22897
Seongdong-gu,2023-02-27,1020
Eunpyeong-gu,2023-02-27,1892
Jung-gu,2023-02-27,24889
Yongsan-gu,2023-02-27,255
Jungnang-gu,2023-02-27,23433
Songpa-gu,2023-02-27,11503
Seodaemun-gu,2023-02-27,2531
Gangnam-gu,2023-02-27,47888
Gangseo-gu,2023-02-27,23147
Jongno-gu,2023-02-27,5850
Seocho-gu,2023-02-28,24891
Jungnang-gu,2023-02-28,20945
Gangbuk-gu,2023-02-28,34854
Jung-gu,2023-02-28,21463
Guro-gu,2023-02-28,58333
Gangnam-gu,2023-02-28,49429
Jongno-gu,2023-02-28,3231
Gangdong-gu,2023-02-28,30284
Yongsan-gu,2023-02-28,269
Songpa-gu,2023-02-28,13884
Mapo-gu,2023-02-28,48228
Nowon-gu,2023-02-28,24415
Seoul_Grand_Park,2023-02-28,9729
Yangcheon-gu,2023-02-28,50276
Gwangjin-gu,2023-02-28,28926
Gwanak-gu,2023-02-28,13062
Gangseo-gu,2023-02-28,23975
Eunpyeong-gu,2023-02-28,1946
Dobong-gu,2023-02-28,52638
Dongjak-gu,2023-02-28,63982
Seodaemun-gu,2023-02-28,2748
Seongdong-gu,2023-02-28,1818
Geumcheon-gu,2023-02-28,37419
Jongno-gu,2023-03-02,2314
Nowon-gu,2023-03-02,19384
Seoul_Grand_Park,2023-03-02,5589
Gangdong-gu,2023-03-02,32353
Songpa-gu,2023-03-02,9465
Gwanak-gu,2023-03-02,13974
Dobong-gu,2023-03-02,44103
Gwangjin-gu,2023-03-02,34593
Seongdong-gu,2023-03-02,1402
Seodaemun-gu,2023-03-02,2881
Mapo-gu,2023-03-02,40378
Yongsan-gu,2023-03-02,300
Geumcheon-gu,2023-03-02,40517
Yangcheon-gu,2023-03-02,54696
Gangseo-gu,2023-03-02,24865
Jung-gu,2023-03-02,31909
Gangbuk-gu,2023-03-02,34528
Dongjak-gu,2023-03-02,58513
Gangnam-gu,2023-03-02,55014
Guro-gu,2023-03-02,49867
Jungnang-gu,2023-03-02,16499
Eunpyeong-gu,2023-03-02,2773
Seocho-gu,2023-03-02,26266
Songpa-gu,2023-03-03,11163
Dongjak-gu,2023-03-03,51450
Seongdong-gu,2023-03-03,1266
Mapo-gu,2023-03-03,43058
Gangseo-gu,2023-03-03,23287
Gangnam-gu,2023-03-03,49108
Seodaemun-gu,2023-03-03,2557
Jongno-gu,2023-03-03,4237
Jung-gu,2023-03-03,28435
Jungnang-gu,2023-03-03,22117
Seocho-gu,2023-03-03,23041
Eunpyeong-gu,2023-03-03,1838
Gwanak-gu,2023-03-03,11732
Gangbuk-gu,2023-03-03,41850
Yongsan-gu,2023-03-03,243
Geumcheon-gu,2023-03-03,40995
Gwangjin-gu,2023-03-03,28823
Dobong-gu,2023-03-03,43747
Gangdong-gu,2023-03-03,26888
Seoul_Grand_Park,2023-03-03,5453
Nowon-gu,2023-03-03,19774
Guro-gu,2023-03-03,53731
Yangcheon-gu,2023-03-03,57639
Seoul_Grand_Park,2023-03-04,28494
Yangcheon-gu,2023-03-04,71013
Gangdong-gu,2023-03-04,35612
Songpa-gu,2023-03-04,16076
Nowon-gu,2023-03-04,25866
Gangbuk-gu,2023-03-04,37479
Guro-gu,2023-03-04,63346
Seocho-gu,2023-03-04,32500
Seongdong-gu,2023-03-04,3398
Seodaemun-gu,2023-03-04,2757
Eunpyeong-gu,2023-03-04,2458
Geumcheon-gu,2023-03-04,43313
Gangseo-gu,2023-03-04,25493
Gangnam-gu,2023-03-04,72868
Gwanak-gu,2023-03-04,16109
Jung-gu,2023-03-04,22657
Jongno-gu,2023-03-04,9240
Gwangjin-gu,2023-03-04,38243
Dongjak-gu,2023-03-04,91849
Yongsan-gu,2023-03-04,429
Mapo-gu,2023-03-04,54711
Jungnang-gu,2023-03-04,19657
Dobong-gu,2023-03-04,60791
Gwanak-gu,2023-03-05,14395
Seocho-gu,2023-03-05,17788
Yongsan-gu,2023-03-05,264
Gangnam-gu,2023-03-05,51307
Gangbuk-gu,2023-03-05,32992
Geumcheon-gu,2023-03-05,31847
Dongjak-gu,2023-03-05,67269
Mapo-gu,2023-03-05,48870
Nowon-gu,2023-03-05,22532
Gangseo-gu,2023-03-05,21259
Guro-gu,2023-03-05,56260
Seodaemun-gu,2023-03-05,2551
Gwangjin-gu,2023-03-05,34531
Jungnang-gu,2023-03-05,20322
Gangdong-gu,2023-03-05,27681
Yangcheon-gu,2023-03-05,65212
Jung-gu,2023-03-05,23676
Dobong-gu,2023-03-05,53123
Songpa-gu,2023-03-05,16274
Eunpyeong-gu,2023-03-05,1434
Seongdong-gu,2023-03-05,2766
Jongno-gu,2023-03-05,6061
Seoul_Grand_Park,2023-03-05,29343
Gangnam-gu,2023-03-06,57114
Seoul_Grand_Park,2023-03-06,4686
Gangbuk-gu,2023-03-06,27889
Mapo-gu,2023-03-06,34458
Seongdong-gu,2023-03-06,1061
Nowon-gu,2023-03-06,20432
Gangseo-gu,2023-03-06,20824
Guro-gu,2023-03-06,48147
Seodaemun-gu,2023-03-06,1948
Eunpyeong-gu,2023-03-06,1721
Gwangjin-gu,2023-03-06,25354
Dongjak-gu,2023-03-06,78682
Dobong-gu,2023-03-06,42614
Gangdong-gu,2023-03-06,25255
Geumcheon-gu,2023-03-06,33060
Yangcheon-gu,2023-03-06,53119
Jungnang-gu,2023-03-06,15403
Songpa-gu,2023-03-06,10050
Jongno-gu,2023-03-06,4565
Gwanak-gu,2023-03-06,11130
Seocho-gu,2023-03-06,26469
Jung-gu,2023-03-06,18431
Yongsan-gu,2023-03-06,190
Eunpyeong-gu,2023-03-07,2030
Gwanak-gu,2023-03-07,13846
Nowon-gu,2023-03-07,24570
Guro-gu,2023-03-07,60788
Seongdong-gu,2023-03-07,1563
Dongjak-gu,2023-03-07,71379
Gwangjin-gu,2023-03-07,33015
Seocho-gu,2023-03-07,24614
Jungnang-gu,2023-03-07,20504
Seodaemun-gu,2023-03-07,2916
Gangseo-gu,2023-03-07,28943
Jongno-gu,2023-03-07,8775
Gangdong-gu,2023-03-07,32027
Jung-gu,2023-03-07,26614
Yangcheon-gu,2023-03-07,66202
Gangnam-gu,2023-03-07,50015
Geumcheon-gu,2023-03-07,40328
Dobong-gu,2023-03-07,55848
Songpa-gu,2023-03-07,13366
Mapo-gu,2023-03-07,46352
Seoul_Grand_Park,2023-03-07,3578
Yongsan-gu,2023-03-07,207
Gangbuk-gu,2023-03-07,35407
Seongdong-gu,2023-03-08,921
Eunpyeong-gu,2023-03-08,1612
Gangseo-gu,2023-03-08,21702
Gangbuk-gu,2023-03-08,30096
Guro-gu,2023-03-08,50359
Yongsan-gu,2023-03-08,222
Gwangjin-gu,2023-03-08,26721
Gangnam-gu,2023-03-08,42626
Dobong-gu,2023-03-08,47601
Seocho-gu,2023-03-08,18775
Jungnang-gu,2023-03-08,15661
Geumcheon-gu,2023-03-08,34118
Gwanak-gu,2023-03-08,11514
Nowon-gu,2023-03-08,20919
Gangdong-gu,2023-03-08,26030
Jung-gu,2023-03-08,19834
Jongno-gu,2023-03-08,8606
Mapo-gu,2023-03-08,40116
Seodaemun-gu,2023-03-08,2366
Seoul_Grand_Park,2023-03-08,2801
Yangcheon-gu,2023-03-08,55147
Songpa-gu,2023-03-08,10585
Dongjak-gu,2023-03-08,67295
Jung-gu,2023-03-10,22151
Nowon-gu,2023-03-10,8870
Mapo-gu,2023-03-10,20934
Seocho-gu,2023-03-10,14046
Yongsan-gu,2023-03-10,158
Eunpyeong-gu,2023-03-10,1555
Gangseo-gu,2023-03-10,14389
Songpa-gu,2023-03-10,5088
Yangcheon-gu,2023-03-10,25514
Gangbuk-gu,2023-03-10,21344
Dongjak-gu,2023-03-10,33528
Geumcheon-gu,2023-03-10,19041
Gangnam-gu,2023-03-10,31806
Jungnang-gu,2023-03-10,10200
Seoul_Grand_Park,2023-03-10,3491
Dobong-gu,2023-03-10,20197
Seongdong-gu,2023-03-10,1226
Gangdong-gu,2023-03-10,15526
Seodaemun-gu,2023-03-10,1390
Guro-gu,2023-03-10,25605
Gwangjin-gu,2023-03-10,16250
Gwanak-gu,2023-03-10,6598
Jongno-gu,2023-03-10,5815
Seocho-gu,2023-03-14,3957
Yongsan-gu,2023-03-14,137
Yangcheon-gu,2023-03-14,4621
Jung-gu,2023-03-14,7607
Eunpyeong-gu,2023-03-14,668
Dobong-gu,2023-03-14,3539
Gwanak-gu,2023-03-14,2483
Seoul_Grand_Park,2023-03-14,628
Songpa-gu,2023-03-14,830
Jongno-gu,2023-03-14,1829
Seongdong-gu,2023-03-14,161
Geumcheon-gu,2023-03-14,5217
Dongjak-gu,2023-03-14,5768
Gangnam-gu,2023-03-14,6798
Gangseo-gu,2023-03-14,4883
Gwangjin-gu,2023-03-14,5805
Gangbuk-gu,2023-03-14,4990
Gangdong-gu,2023-03-14,4813
Guro-gu,2023-03-14,9244
Seodaemun-gu,2023-03-14,149
Mapo-gu,2023-03-14,1832
Jungnang-gu,2023-03-14,3510
Nowon-gu,2023-03-14,1459
Guro-gu,2023-03-15,57879
Nowon-gu,2023-03-15,25488
Seodaemun-gu,2023-03-15,2782
Jungnang-gu,2023-03-15,20649
Yangcheon-gu,2023-03-15,65528
Gwangjin-gu,2023-03-15,32425
Gwanak-gu,2023-03-15,13834
Seoul_Grand_Park,2023-03-15,3448
Gangdong-gu,2023-03-15,28194
Dobong-gu,2023-03-15,56291
Seongdong-gu,2023-03-15,1499
Jung-gu,2023-03-15,28997
Geumcheon-gu,2023-03-15,33513
Songpa-gu,2023-03-15,13547
Mapo-gu,2023-03-15,50043
Eunpyeong-gu,2023-03-15,1626
Jongno-gu,2023-03-15,6106
Gangnam-gu,2023-03-15,48520
Dongjak-gu,2023-03-15,67487
Gangbuk-gu,2023-03-15,37065
Seocho-gu,2023-03-15,23374
Gangseo-gu,2023-03-15,24527
Yongsan-gu,2023-03-15,142
Gangseo-gu,2023-03-16,26112
Gangnam-gu,2023-03-16,53440
Eunpyeong-gu,2023-03-16,1957
Songpa-gu,2023-03-16,13361
Jungnang-gu,2023-03-16,16704
Seodaemun-gu,2023-03-16,2934
Yongsan-gu,2023-03-16,283
Jongno-gu,2023-03-16,3051
Guro-gu,2023-03-16,61856
Nowon-gu,2023-03-16,27713
Geumcheon-gu,2023-03-16,44018
Dongjak-gu,2023-03-16,64336
Dobong-gu,2023-03-16,62494
Gwangjin-gu,2023-03-16,36467
Mapo-gu,2023-03-16,50297
Seocho-gu,2023-03-16,21716
Seongdong-gu,2023-03-16,1482
Jung-gu,2023-03-16,19502
Gwanak-gu,2023-03-16,15844
Gangbuk-gu,2023-03-16,31018
Yangcheon-gu,2023-03-16,66045
Seoul_Grand_Park,2023-03-16,2624
Gangdong-gu,2023-03-16,34645
Gangdong-gu,2023-03-17,16129
Guro-gu,2023-03-17,37900
Gwangjin-gu,2023-03-17,15860
Jungnang-gu,2023-03-17,13335
Gangnam-gu,2023-03-17,33973
Seodaemun-gu,2023-03-17,1512
Seoul_Grand_Park,2023-03-17,2120
Jung-gu,2023-03-17,13015
Jongno-gu,2023-03-17,2196
Songpa-gu,2023-03-17,9008
Mapo-gu,2023-03-17,31542
Gwanak-gu,2023-03-17,6908
Yangcheon-gu,2023-03-17,44235
Nowon-gu,2023-03-17,13061
Dongjak-gu,2023-03-17,47669
Dobong-gu,2023-03-17,31222
Seongdong-gu,2023-03-17,806
Gangbuk-gu,2023-03-17,24782
Yongsan-gu,2023-03-17,96
Gangseo-gu,2023-03-17,11670
Geumcheon-gu,2023-03-17,26672
Seocho-gu,2023-03-17,14878
Eunpyeong-gu,2023-03-17,787
Jung-gu,2023-03-20,14503
Gangnam-gu,2023-03-20,47558
Eunpyeong-gu,2023-03-20,866
Jongno-gu,2023-03-20,7653
Songpa-gu,2023-03-20,10342
Gangbuk-gu,2023-03-20,41524
Seodaemun-gu,2023-03-20,375
Mapo-gu,2023-03-20,55771
Seocho-gu,2023-03-20,5571
Yongsan-gu,2023-03-20,95
Gwanak-gu,2023-03-20,13529
Yangcheon-gu,2023-03-20,68103
Dobong-gu,2023-03-20,52913
Seongdong-gu,2023-03-20,219
Nowon-gu,2023-03-20,23463
Seoul_Grand_Park,2023-03-20,516
Jungnang-gu,2023-03-20,19960
Guro-gu,2023-03-20,68803
Gangseo-gu,2023-03-20,22505
Gangdong-gu,2023-03-20,34078
Dongjak-gu,2023-03-20,80872
