자치구,측정날짜,방문자수
Jung-gu,2023-06-27,86009
Gwanak-gu,2023-06-27,77199
Gangdong-gu,2023-06-27,101917
Seoul_Grand_Park,2023-06-27,9943
Geumcheon-gu,2023-06-27,86102
Gangbuk-gu,2023-06-27,94776
Songpa-gu,2023-06-27,60198
Gwangjin-gu,2023-06-27,81249
Gangseo-gu,2023-06-27,47016
Gangnam-gu,2023-06-28,198236
Yangcheon-gu,2023-06-28,136232
Dobong-gu,2023-06-28,106845
Gangbuk-gu,2023-06-28,93516
Seocho-gu,2023-06-28,65318
Jongno-gu,2023-06-28,27136
Seongdong-gu,2023-06-28,4795
Dongjak-gu,2023-06-28,167533
Gwanak-gu,2023-06-28,81221
Seoul_Grand_Park,2023-06-28,9502
Guro-gu,2023-06-28,132788
Geumcheon-gu,2023-06-28,79037
Nowon-gu,2023-06-28,74306
Gangseo-gu,2023-06-28,47196
Yongsan-gu,2023-06-28,256
Gwangjin-gu,2023-06-28,81366
Jungnang-gu,2023-06-28,41516
Eunpyeong-gu,2023-06-28,6288
Mapo-gu,2023-06-28,62669
Jung-gu,2023-06-28,85411
Songpa-gu,2023-06-28,63407
Gangdong-gu,2023-06-28,100810
Seodaemun-gu,2023-06-28,6360
Jungnang-gu,2023-06-29,39480
Seocho-gu,2023-06-29,63255
Eunpyeong-gu,2023-06-29,7412
Gangseo-gu,2023-06-29,44087
Seongdong-gu,2023-06-29,3948
Gangdong-gu,2023-06-29,94508
Dobong-gu,2023-06-29,102738
Seoul_Grand_Park,2023-06-29,4448
Dongjak-gu,2023-06-29,158746
Seodaemun-gu,2023-06-29,6962
Guro-gu,2023-06-29,124610
Jongno-gu,2023-06-29,20041
Yongsan-gu,2023-06-29,684
Songpa-gu,2023-06-29,58582
Yangcheon-gu,2023-06-29,119456
Jung-gu,2023-06-29,85621
Gwangjin-gu,2023-06-29,77014
Gangbuk-gu,2023-06-29,90306
Nowon-gu,2023-06-29,69174
Gangnam-gu,2023-06-29,193811
Mapo-gu,2023-06-29,57718
Geumcheon-gu,2023-06-29,74193
Gwanak-gu,2023-06-29,80536
Geumcheon-gu,2023-06-30,79692.0
Gangbuk-gu,2023-06-30,97295.0
Guro-gu,2023-06-30,135457.0
Jungnang-gu,2023-06-30,40893.0
Seoul_Grand_Park,2023-06-30,8942.0
Nowon-gu,2023-06-30,73913.0
Mapo-gu,2023-06-30,66716.0
Dongjak-gu,2023-06-30,169865.0
Jongno-gu,2023-06-30,26571.0
Gangnam-gu,2023-06-30,210722.0
Gwangjin-gu,2023-06-30,83982.0
Yangcheon-gu,2023-06-30,145984.0
Jung-gu,2023-06-30,95147.0
Songpa-gu,2023-06-30,65951.0
Gangdong-gu,2023-06-30,102929.0
Yongsan-gu,2023-06-30,536.0
Gangseo-gu,2023-06-30,49495.0
Eunpyeong-gu,2023-06-30,6637.0
Seodaemun-gu,2023-06-30,6732.0
Seongdong-gu,2023-06-30,5499.0
Gwanak-gu,2023-06-30,79367.0
Dobong-gu,2023-06-30,110636.0
Seocho-gu,2023-06-30,75023.0
Dobong-gu,2023-07-01,115315.0
Nowon-gu,2023-07-01,74893.0
Dongjak-gu,2023-07-01,169578.0
Seocho-gu,2023-07-01,62672.0
Mapo-gu,2023-07-01,69934.0
Jungnang-gu,2023-07-01,41394.0
Jung-gu,2023-07-01,94407.0
Seodaemun-gu,2023-07-01,6038.0
Yongsan-gu,2023-07-01,58.0
Jongno-gu,2023-07-01,31751.0
Gwangjin-gu,2023-07-01,84598.0
Seongdong-gu,2023-07-01,5672.0
Gwanak-gu,2023-07-01,87469.0
Geumcheon-gu,2023-07-01,78451.0
Seoul_Grand_Park,2023-07-01,19854.0
Gangseo-gu,2023-07-01,43529.0
Guro-gu,2023-07-01,137883.0
Gangnam-gu,2023-07-01,202121.0
Songpa-gu,2023-07-01,67356.0
Yangcheon-gu,2023-07-01,142046.0
Eunpyeong-gu,2023-07-01,5917.0
Gangdong-gu,2023-07-01,101613.0
Gangbuk-gu,2023-07-01,96266.0
Gangseo-gu,2023-07-02,37611.0
Dongjak-gu,2023-07-02,158059.0
Seocho-gu,2023-07-02,41034.0
Mapo-gu,2023-07-02,63594.0
Yangcheon-gu,2023-07-02,126271.0
Jungnang-gu,2023-07-02,38543.0
Jung-gu,2023-07-02,81956.0
Eunpyeong-gu,2023-07-02,4410.0
Seodaemun-gu,2023-07-02,5334.0
Gangbuk-gu,2023-07-02,86246.0
Gangnam-gu,2023-07-02,172811.0
Gwangjin-gu,2023-07-02,75441.0
Gangdong-gu,2023-07-02,91068.0
Seongdong-gu,2023-07-02,6044.0
Gwanak-gu,2023-07-02,77476.0
Songpa-gu,2023-07-02,63178.0
Guro-gu,2023-07-02,124763.0
Dobong-gu,2023-07-02,102641.0
Geumcheon-gu,2023-07-02,67371.0
Nowon-gu,2023-07-02,70257.0
Seoul_Grand_Park,2023-07-02,18090.0
Jongno-gu,2023-07-02,28642.0
Yongsan-gu,2023-07-02,51.0
