,Date,Gu,PM10,PM2.5,O3,NO2,CO,SO2
2689,2023-04-14,서대문구,83.0,20.0,0.0287,0.0166,0.51,0.0042
2690,2023-04-14,마포구,81.0,19.0,0.036,0.0277,0.41,0.0037
2691,2023-04-14,동작구,83.0,17.0,0.0391,0.0278,0.4,0.0032
2692,2023-04-14,동대문구,96.0,17.0,0.0327,0.0331,0.49,0.004
2693,2023-04-14,도봉구,89.0,20.0,0.0334,0.0243,0.52,0.0031
2694,2023-04-14,노원구,94.0,20.0,0.029,0.031,0.5,0.0037
2695,2023-04-14,금천구,73.0,16.0,0.0369,0.0209,0.4,0.003
2696,2023-04-14,구로구,94.0,21.0,0.0431,0.0218,0.44,0.0033
2697,2023-04-14,광진구,91.0,17.0,0.0238,0.0279,0.4,0.003
2698,2023-04-14,관악구,92.0,19.0,0.0447,0.0272,0.43,0.0039
2699,2023-04-14,강서구,104.0,16.0,0.0404,0.0259,0.42,0.0034
2700,2023-04-14,강북구,92.0,19.0,0.0351,0.0244,0.47,0.0028
2701,2023-04-14,강동구,91.0,18.0,0.0234,0.0299,0.41,0.0029
2702,2023-04-14,강남구,93.0,19.0,0.0296,0.0361,0.46,0.0036
2703,2023-04-14,평균,91.0,19.0,0.0322,0.0289,0.46,0.0034
2704,2023-04-15,중랑구,55.0,19.0,0.0315,0.0206,0.38,0.0021
2705,2023-04-15,중구,52.0,18.0,0.0335,0.0205,0.41,0.0025
2706,2023-04-15,종로구,57.0,18.0,0.0344,0.0174,0.44,
2707,2023-04-15,은평구,56.0,28.0,0.036,0.0122,0.54,0.0021
2708,2023-04-15,용산구,65.0,23.0,0.034,0.0212,0.44,0.003
2709,2023-04-15,영등포구,55.0,18.0,0.0289,0.0233,0.41,0.0024
2710,2023-04-15,양천구,59.0,18.0,0.0307,0.0198,0.42,0.0027
2711,2023-04-15,송파구,64.0,20.0,0.032,0.0239,0.43,0.0024
2712,2023-04-15,성북구,60.0,24.0,0.0295,0.0246,0.6,0.0021
2713,2023-04-15,성동구,57.0,18.0,0.0324,0.0232,0.36,0.0026
2714,2023-04-15,서초구,61.0,24.0,0.0303,0.0205,0.4,0.0024
2715,2023-04-15,서대문구,56.0,17.0,0.0228,0.015,0.65,0.004
2716,2023-04-15,마포구,55.0,20.0,0.0305,0.0212,0.41,0.0026
2717,2023-04-15,동작구,54.0,19.0,0.0384,0.0194,0.37,0.0024
2718,2023-04-15,동대문구,61.0,18.0,0.0328,0.0217,0.44,0.0031
2719,2023-04-15,도봉구,57.0,22.0,0.0355,0.014,0.56,0.0027
2720,2023-04-15,노원구,60.0,21.0,0.0276,0.0224,0.46,0.0029
2721,2023-04-15,금천구,49.0,19.0,0.0308,0.018,0.41,0.003
2722,2023-04-15,구로구,62.0,22.0,0.036,0.0188,0.47,0.0025
2723,2023-04-15,광진구,56.0,17.0,0.0279,0.0216,0.37,0.0022
2724,2023-04-15,관악구,64.0,20.0,0.0357,0.0218,0.46,0.0027
2725,2023-04-15,강서구,66.0,19.0,0.0335,0.02,0.4,0.0026
2726,2023-04-15,강북구,56.0,18.0,0.0353,0.0142,0.43,0.0021
2727,2023-04-15,강동구,57.0,18.0,0.0249,0.0214,0.36,0.0024
2728,2023-04-15,강남구,59.0,19.0,0.0358,0.022,0.38,0.0028
2729,2023-04-15,평균,58.0,20.0,0.032,0.0199,0.44,0.0026
2730,2023-04-16,중랑구,101.0,30.0,0.0402,0.0154,0.38,0.0021
2731,2023-04-16,중구,92.0,27.0,0.041,0.0143,0.41,0.0024
2732,2023-04-16,종로구,102.0,28.0,0.0424,0.0128,0.43,
2733,2023-04-16,은평구,108.0,37.0,0.0406,0.0097,0.53,0.002
2734,2023-04-16,용산구,115.0,32.0,0.043,0.014,0.42,0.003
2735,2023-04-16,영등포구,94.0,26.0,0.0394,0.0148,0.4,0.0024
2736,2023-04-16,양천구,103.0,27.0,0.0377,0.0141,0.43,0.0021
2737,2023-04-16,송파구,111.0,30.0,0.0426,0.0148,0.42,0.0024
2738,2023-04-16,성북구,118.0,,0.0394,0.0149,,0.002
2739,2023-04-16,성동구,101.0,27.0,0.0432,0.014,0.35,0.0024
2740,2023-04-16,서초구,105.0,36.0,0.0392,0.0104,0.38,0.0024
2741,2023-04-16,서대문구,106.0,33.0,0.0416,0.0085,0.36,0.0023
2742,2023-04-16,마포구,92.0,31.0,0.0401,0.0147,0.42,0.0023
2743,2023-04-16,동작구,99.0,29.0,0.0456,0.0127,0.36,0.0023
2744,2023-04-16,동대문구,105.0,26.0,0.0431,0.0135,0.42,0.0027
2745,2023-04-16,도봉구,110.0,34.0,0.0412,0.0096,0.43,0.0026
2746,2023-04-16,노원구,112.0,33.0,0.0419,0.0137,0.4,0.0026
2747,2023-04-16,금천구,91.0,28.0,0.0392,0.0126,0.43,0.0027
2748,2023-04-16,구로구,120.0,35.0,0.0434,0.0125,0.48,0.0024
2749,2023-04-16,광진구,103.0,26.0,0.0396,0.0131,0.34,0.0021
2750,2023-04-16,관악구,109.0,32.0,0.046,0.014,0.47,0.0023
2751,2023-04-16,강서구,120.0,28.0,0.0441,0.0148,0.43,0.0025
2752,2023-04-16,강북구,114.0,31.0,0.0404,0.0108,0.44,0.0021
2753,2023-04-16,강동구,103.0,26.0,0.0376,0.0111,0.35,0.0023
2754,2023-04-16,강남구,101.0,26.0,0.0443,0.0147,0.37,0.0028
2755,2023-04-16,평균,105.0,30.0,0.0415,0.013,0.41,0.0024
2756,2023-04-17,중랑구,96.0,30.0,0.0416,0.0217,0.4,0.0029
2757,2023-04-17,중구,88.0,25.0,0.0371,0.0225,0.42,0.0031
2758,2023-04-17,종로구,97.0,25.0,0.0438,0.0202,0.51,
2759,2023-04-17,은평구,96.0,33.0,0.0418,0.0149,0.54,0.0025
2760,2023-04-17,용산구,110.0,34.0,0.0408,0.0223,0.44,0.0037
2761,2023-04-17,영등포구,89.0,23.0,0.039,0.0236,0.41,0.0031
2762,2023-04-17,양천구,95.0,23.0,0.0377,0.02,0.43,0.0023
2763,2023-04-17,송파구,113.0,30.0,0.0354,0.0279,0.45,0.0029
2764,2023-04-17,성북구,107.0,33.0,0.0364,0.0241,0.32,0.0027
2765,2023-04-17,성동구,97.0,27.0,0.0446,0.021,0.37,0.0034
2766,2023-04-17,서초구,102.0,31.0,0.0338,0.0185,0.38,0.0025
2767,2023-04-17,서대문구,98.0,28.0,0.0518,0.0099,0.36,0.0031
2768,2023-04-17,마포구,89.0,28.0,0.042,0.0205,0.42,0.0032
2769,2023-04-17,동작구,93.0,26.0,0.0456,0.0217,0.38,0.003
2770,2023-04-17,동대문구,100.0,25.0,0.0445,0.0217,0.43,0.0037
2771,2023-04-17,도봉구,95.0,30.0,0.0409,0.0172,0.55,0.0031
2772,2023-04-17,노원구,102.0,31.0,0.0411,0.0215,0.45,0.0032
2773,2023-04-17,금천구,84.0,24.0,0.0385,0.0194,0.43,0.0038
2774,2023-04-17,구로구,109.0,31.0,0.0436,0.0203,0.48,0.0031
2775,2023-04-17,광진구,98.0,25.0,0.0383,0.0213,0.37,0.0027
2776,2023-04-17,관악구,102.0,28.0,0.0469,0.0232,0.45,0.0032
2777,2023-04-17,강서구,112.0,23.0,0.0443,0.0216,0.42,0.0031
2778,2023-04-17,강북구,102.0,27.0,0.0399,0.0184,0.47,0.0027
2779,2023-04-17,강동구,100.0,27.0,0.037,0.0191,0.38,0.0029
2780,2023-04-17,강남구,95.0,25.0,0.0452,0.0219,0.39,0.0034
2781,2023-04-17,평균,99.0,28.0,0.0413,0.0206,0.43,0.0031
2782,2023-04-18,중랑구,41.0,16.0,0.0366,0.0148,0.36,0.002
2783,2023-04-18,중구,40.0,18.0,0.0294,0.0232,0.46,0.0024
2784,2023-04-18,종로구,40.0,15.0,0.0343,0.0186,0.58,0.0026
2785,2023-04-18,은평구,41.0,19.0,0.0379,0.0105,0.61,0.002
2786,2023-04-18,용산구,45.0,22.0,0.0362,0.0191,0.45,0.0028
2787,2023-04-18,영등포구,43.0,16.0,0.0283,0.0251,0.48,0.0023
2788,2023-04-18,양천구,43.0,16.0,0.0293,0.0221,0.48,0.0027
2789,2023-04-18,송파구,57.0,21.0,0.0349,0.0219,0.43,0.0023
2790,2023-04-18,성북구,44.0,18.0,0.0317,0.0219,0.35,0.002
2791,2023-04-18,성동구,39.0,14.0,0.0368,0.017,0.36,0.0027
2792,2023-04-18,서초구,19.0,15.0,0.0252,0.0223,0.49,0.0024
2793,2023-04-18,서대문구,40.0,15.0,0.0408,0.0084,0.36,0.0022
2794,2023-04-18,마포구,41.0,19.0,0.0344,0.0188,0.46,0.0023
2795,2023-04-18,동작구,42.0,16.0,0.0349,0.02,0.4,0.0022
2796,2023-04-18,동대문구,43.0,15.0,0.0351,0.0196,0.44,0.0029
2797,2023-04-18,도봉구,42.0,19.0,0.0374,0.0124,0.49,0.0026
2798,2023-04-18,노원구,42.0,17.0,0.0365,0.0162,0.42,0.0024
2799,2023-04-18,금천구,36.0,15.0,0.0291,0.0162,0.43,0.0029
2800,2023-04-18,구로구,63.0,23.0,0.0347,0.0196,0.53,0.0024
2801,2023-04-18,광진구,40.0,14.0,0.0314,0.0173,0.37,0.0021
2802,2023-04-18,관악구,47.0,18.0,0.0333,0.0213,0.5,0.0025
2803,2023-04-18,강서구,53.0,18.0,0.0334,0.0225,0.54,0.0024
2804,2023-04-18,강북구,44.0,16.0,0.0316,0.0154,0.49,0.002
2805,2023-04-18,강동구,39.0,15.0,0.0315,0.0136,0.35,0.0022
2806,2023-04-18,강남구,40.0,15.0,0.0344,0.0199,0.38,0.0027
2807,2023-04-18,평균,43.0,17.0,0.0336,0.0183,0.45,0.0024
2808,2023-04-19,중랑구,32.0,16.0,0.0407,0.0177,0.39,0.0022
2809,2023-04-19,중구,32.0,19.0,0.0377,0.0238,0.47,0.0026
2810,2023-04-19,종로구,33.0,15.0,0.0407,0.019,0.55,0.0031
2811,2023-04-19,은평구,36.0,23.0,0.0444,0.0106,0.66,0.002
2812,2023-04-19,용산구,35.0,20.0,0.0433,0.02,0.46,0.003
2813,2023-04-19,영등포구,34.0,15.0,0.0372,0.023,0.45,0.0025
2814,2023-04-19,양천구,37.0,17.0,0.0366,0.021,0.47,0.0026
2815,2023-04-19,송파구,32.0,12.0,0.0307,0.024,0.42,0.0024
2816,2023-04-19,성북구,37.0,16.0,0.04,0.0235,0.28,0.0021
2817,2023-04-19,성동구,32.0,14.0,0.0419,0.0199,0.39,0.0027
2818,2023-04-19,서초구,38.0,19.0,0.0422,0.0184,0.47,0.0027
2819,2023-04-19,서대문구,36.0,17.0,0.0461,0.0106,0.42,0.0024
2820,2023-04-19,마포구,34.0,21.0,0.0415,0.0199,0.46,0.0027
2821,2023-04-19,동작구,33.0,15.0,0.0446,0.0185,0.4,0.0024
2822,2023-04-19,동대문구,35.0,16.0,0.0427,0.0191,0.45,0.0031
2823,2023-04-19,도봉구,31.0,16.0,0.0664,0.0158,0.49,0.0027
2824,2023-04-19,노원구,30.0,14.0,0.0404,0.0183,0.45,0.0026
2825,2023-04-19,금천구,32.0,17.0,0.0342,0.0161,0.45,0.003
2826,2023-04-19,구로구,52.0,24.0,0.0441,0.0185,0.51,0.0025
2827,2023-04-19,광진구,32.0,14.0,0.0371,0.0177,0.38,0.0023
2828,2023-04-19,관악구,40.0,17.0,0.0434,0.0202,0.47,0.0027
2829,2023-04-19,강서구,42.0,21.0,0.0427,0.0207,0.5,0.0026
2830,2023-04-19,강북구,32.0,13.0,0.0436,0.0149,0.45,0.0021
2831,2023-04-19,강동구,30.0,14.0,0.0335,0.0168,0.37,0.0024
2832,2023-04-19,강남구,32.0,15.0,0.0415,0.0215,0.4,0.0028
2833,2023-04-19,평균,35.0,17.0,0.0415,0.0188,0.45,0.0026
2834,2023-04-20,중랑구,27.0,13.0,0.0302,0.0188,0.37,0.002
2835,2023-04-20,중구,19.0,13.0,0.0251,0.0159,0.38,0.0022
2836,2023-04-20,종로구,20.0,10.0,0.0244,0.0145,0.43,0.0024
2837,2023-04-20,은평구,23.0,17.0,0.0376,0.0095,0.72,0.0019
2838,2023-04-20,용산구,22.0,14.0,0.0319,0.0166,0.41,0.0027
2839,2023-04-20,영등포구,20.0,9.0,0.0294,0.0164,0.36,0.0023
2840,2023-04-20,양천구,20.0,10.0,0.0315,0.0158,0.39,0.0027
2841,2023-04-20,송파구,33.0,15.0,0.0278,0.0224,0.43,0.0023
2842,2023-04-20,성북구,24.0,12.0,0.0351,0.0195,0.24,0.0018
2843,2023-04-20,성동구,23.0,12.0,0.0289,0.0198,0.35,0.0024
2844,2023-04-20,서초구,24.0,14.0,0.0363,0.0153,0.42,0.0027
2845,2023-04-20,서대문구,21.0,11.0,0.0397,0.0085,0.41,0.0022
2846,2023-04-20,마포구,19.0,11.0,0.0311,0.017,0.37,0.0025
2847,2023-04-20,동작구,24.0,14.0,0.0384,0.014,0.33,0.0022
2848,2023-04-20,동대문구,22.0,11.0,0.034,0.0149,0.4,0.0029
2849,2023-04-20,도봉구,19.0,12.0,0.0334,0.0109,,0.0025
2850,2023-04-20,노원구,21.0,11.0,0.035,0.0158,0.39,0.0024
2851,2023-04-20,금천구,27.0,15.0,0.0283,0.015,0.36,0.0029
2852,2023-04-20,구로구,22.0,13.0,0.0375,0.0152,0.44,0.0023
2853,2023-04-20,광진구,27.0,14.0,0.0337,0.0169,0.36,0.0023
2854,2023-04-20,관악구,25.0,12.0,0.0337,0.0168,0.39,0.0026
2855,2023-04-20,강서구,22.0,12.0,0.0316,0.0159,0.37,0.0024
2856,2023-04-20,강북구,22.0,10.0,0.0391,0.0104,0.41,0.002
2857,2023-04-20,강동구,28.0,14.0,0.0279,0.0159,0.35,0.0023
2858,2023-04-20,강남구,27.0,14.0,0.0346,0.0191,0.37,0.0026
2859,2023-04-20,평균,23.0,13.0,0.0326,0.0156,0.39,0.0024
2860,2023-04-21,중랑구,50.0,14.0,0.0354,0.0121,0.31,0.0022
2861,2023-04-21,중구,43.0,13.0,0.0357,0.0108,0.34,0.0025
2862,2023-04-21,종로구,48.0,11.0,0.038,0.0104,0.46,0.0027
2863,2023-04-21,은평구,58.0,17.0,0.0401,0.0057,0.41,0.0021
2864,2023-04-21,용산구,58.0,19.0,0.04,0.0124,0.38,0.0029
2865,2023-04-21,영등포구,50.0,11.0,0.0331,0.0164,0.33,0.0025
2866,2023-04-21,양천구,55.0,11.0,0.0338,0.0125,0.35,0.002
2867,2023-04-21,송파구,49.0,15.0,0.0356,0.0174,0.4,0.0024
2868,2023-04-21,성북구,61.0,13.0,0.0378,0.0145,0.19,0.0022
2869,2023-04-21,성동구,50.0,14.0,0.038,0.0121,0.31,0.0032
2870,2023-04-21,서초구,57.0,16.0,0.0323,0.0133,0.37,0.0025
2871,2023-04-21,서대문구,56.0,12.0,0.0421,0.0056,0.35,0.0024
2872,2023-04-21,마포구,50.0,15.0,0.0372,0.0118,0.34,0.0027
2873,2023-04-21,동작구,52.0,16.0,0.0387,0.0126,0.32,0.0023
2874,2023-04-21,동대문구,53.0,11.0,0.0409,0.0117,0.35,0.0031
2875,2023-04-21,도봉구,57.0,14.0,0.0399,0.0089,0.39,0.0027
2876,2023-04-21,노원구,54.0,13.0,0.0427,0.0086,0.32,0.0028
2877,2023-04-21,금천구,74.0,14.0,0.0484,0.0125,0.31,0.0034
2878,2023-04-21,구로구,67.0,16.0,0.0355,0.0107,0.35,0.0027
2879,2023-04-21,광진구,51.0,12.0,0.0387,0.0123,0.34,0.0024
2880,2023-04-21,관악구,56.0,15.0,0.0398,0.0144,0.38,0.0027
2881,2023-04-21,강서구,66.0,16.0,0.04,0.0119,0.34,0.0026
2882,2023-04-21,강북구,56.0,12.0,0.0408,0.0068,0.33,0.0023
2883,2023-04-21,강동구,50.0,13.0,0.034,0.0097,0.29,0.0024
2884,2023-04-21,강남구,51.0,13.0,0.0421,0.0134,0.31,0.0029
2885,2023-04-21,평균,55.0,14.0,0.0384,0.0115,0.34,0.0026
2886,2023-04-22,중랑구,49.0,11.0,0.0424,0.008,0.22,0.0021
2887,2023-04-22,중구,45.0,11.0,0.0355,0.0153,0.3,0.0024
2888,2023-04-22,종로구,50.0,10.0,0.0436,0.0112,0.36,0.0032
2889,2023-04-22,은평구,40.0,13.0,0.0421,0.0068,0.23,0.0022
2890,2023-04-22,용산구,60.0,17.0,0.0437,0.0117,0.32,0.003
2891,2023-04-22,영등포구,49.0,9.0,0.0382,0.0147,0.3,0.0024
2892,2023-04-22,양천구,51.0,9.0,0.037,0.0122,0.31,0.0028
2893,2023-04-22,송파구,62.0,12.0,0.0431,0.0141,0.31,0.0024
2894,2023-04-22,성북구,56.0,13.0,0.039,0.0138,0.17,0.0024
2895,2023-04-22,성동구,58.0,10.0,0.0434,0.0101,0.23,0.0031
2896,2023-04-22,서초구,75.0,18.0,0.0322,0.0147,0.25,0.0022
2897,2023-04-22,서대문구,50.0,9.0,0.0448,0.0049,,0.0025
2898,2023-04-22,마포구,48.0,13.0,0.043,0.011,0.3,0.0027
2899,2023-04-22,동작구,54.0,13.0,0.043,0.0113,0.25,0.0023
2900,2023-04-22,동대문구,54.0,10.0,0.0409,0.0135,0.31,0.0031
2901,2023-04-22,도봉구,49.0,11.0,0.0402,0.009,,0.0022
2902,2023-04-22,노원구,53.0,13.0,0.0412,0.0106,0.3,0.0027
2903,2023-04-22,금천구,53.0,11.0,0.0451,0.0092,0.27,0.0031
2904,2023-04-22,구로구,57.0,12.0,0.0364,0.0092,0.25,0.0028
2905,2023-04-22,광진구,54.0,9.0,0.0421,0.0099,,0.0018
2906,2023-04-22,관악구,58.0,13.0,0.0443,0.0139,0.34,0.0025
2907,2023-04-22,강서구,60.0,13.0,0.043,0.0121,0.34,0.0024
2908,2023-04-22,강북구,52.0,10.0,0.0415,0.0072,0.32,0.0022
2909,2023-04-22,강동구,53.0,11.0,0.0357,0.0114,0.24,0.0023
2910,2023-04-22,강남구,53.0,10.0,0.0431,0.0126,0.25,0.0027
2911,2023-04-22,평균,54.0,12.0,0.041,0.0111,0.28,0.0025
2912,2023-04-23,중랑구,47.0,14.0,0.0389,0.0112,0.28,0.0022
2913,2023-04-23,중구,43.0,14.0,0.0353,0.015,0.35,0.0027
2914,2023-04-23,종로구,48.0,13.0,0.0393,0.0139,0.39,0.0035
2915,2023-04-23,은평구,51.0,14.0,0.0403,0.0087,0.29,0.0024
2916,2023-04-23,용산구,59.0,19.0,0.0377,0.0163,0.39,0.0029
2917,2023-04-23,영등포구,49.0,12.0,0.0334,0.0179,0.36,0.0024
2918,2023-04-23,양천구,51.0,13.0,0.0327,0.0157,0.38,0.0033
2919,2023-04-23,송파구,59.0,15.0,0.0371,0.0171,0.36,0.0025
2920,2023-04-23,성북구,51.0,14.0,0.0362,0.0151,0.21,0.0025
2921,2023-04-23,성동구,52.0,13.0,0.0373,0.015,0.29,0.0026
2922,2023-04-23,서초구,54.0,16.0,0.0296,0.0176,0.35,0.0021
2923,2023-04-23,서대문구,49.0,11.0,0.0405,0.0068,,0.0032
2924,2023-04-23,마포구,50.0,16.0,0.035,0.0172,0.37,0.0027
2925,2023-04-23,동작구,53.0,17.0,0.0361,0.0175,0.34,0.0025
2926,2023-04-23,동대문구,54.0,13.0,0.0388,0.0144,0.35,0.0031
2927,2023-04-23,도봉구,45.0,13.0,0.0385,0.0091,0.23,0.0024
2928,2023-04-23,노원구,46.0,15.0,0.0387,0.0118,0.35,0.0028
2929,2023-04-23,금천구,54.0,15.0,0.0366,0.0161,0.38,0.0034
2930,2023-04-23,구로구,63.0,14.0,0.0305,0.0144,0.31,0.0029
2931,2023-04-23,광진구,52.0,13.0,0.0356,0.013,,0.002
2932,2023-04-23,관악구,60.0,18.0,0.0366,0.0201,0.45,0.0029
2933,2023-04-23,강서구,58.0,14.0,0.0392,0.0142,0.37,0.0026
2934,2023-04-23,강북구,48.0,13.0,0.0424,0.0084,0.35,0.0023
2935,2023-04-23,강동구,50.0,15.0,0.0324,0.0122,0.27,0.0024
2936,2023-04-23,강남구,53.0,14.0,0.0378,0.0151,0.31,0.0029
2937,2023-04-23,평균,52.0,14.0,0.0367,0.0142,0.34,0.0027
2938,2023-04-24,중랑구,45.0,15.0,0.0421,0.0135,0.29,0.0025
2939,2023-04-24,중구,43.0,16.0,0.0395,0.016,0.35,0.0029
2940,2023-04-24,종로구,47.0,14.0,0.0455,0.0132,0.39,0.0033
2941,2023-04-24,은평구,60.0,15.0,0.0439,0.01,0.31,0.0026
2942,2023-04-24,용산구,54.0,18.0,0.0464,0.013,0.35,0.0033
2943,2023-04-24,영등포구,45.0,13.0,0.0363,0.0169,0.34,0.0028
2944,2023-04-24,양천구,47.0,15.0,0.0366,0.014,0.36,0.0025
2945,2023-04-24,송파구,54.0,15.0,0.0382,0.018,0.34,0.0025
2946,2023-04-24,성북구,55.0,15.0,0.0433,0.0143,0.2,0.0027
2947,2023-04-24,성동구,46.0,13.0,0.0448,0.0134,0.28,0.0029
2948,2023-04-24,서초구,61.0,15.0,0.0332,0.0162,0.31,0.0022
2949,2023-04-24,서대문구,47.0,12.0,0.0453,0.0059,0.2,0.0033
2950,2023-04-24,마포구,43.0,16.0,0.0424,0.0141,0.34,0.0029
2951,2023-04-24,동작구,46.0,16.0,0.044,0.0138,0.3,0.0027
2952,2023-04-24,동대문구,50.0,13.0,0.0466,0.0129,0.34,0.0034
2953,2023-04-24,도봉구,48.0,14.0,0.043,0.0102,0.28,0.0025
2954,2023-04-24,노원구,50.0,17.0,0.0471,0.0109,0.32,0.0028
2955,2023-04-24,금천구,47.0,16.0,0.0446,0.0139,0.36,0.0036
2956,2023-04-24,구로구,56.0,14.0,0.037,0.0112,0.29,0.0031
2957,2023-04-24,광진구,45.0,13.0,0.0392,0.0139,,0.0023
2958,2023-04-24,관악구,50.0,18.0,0.0439,0.0155,0.38,0.003
2959,2023-04-24,강서구,56.0,14.0,0.0461,0.0132,0.35,0.0028
2960,2023-04-24,강북구,51.0,15.0,0.0471,0.01,0.34,0.0025
2961,2023-04-24,강동구,45.0,16.0,0.0344,0.0143,0.29,0.0026
2962,2023-04-24,강남구,46.0,14.0,0.0423,0.016,0.3,0.0032
2963,2023-04-24,평균,49.0,15.0,0.0421,0.0134,0.32,0.0028
2964,2023-04-25,중랑구,30.0,15.0,0.0312,0.0192,0.32,0.0024
2965,2023-04-25,중구,29.0,15.0,0.0284,0.0224,0.38,0.0027
2966,2023-04-25,종로구,30.0,14.0,0.0348,0.0188,0.45,0.0032
2967,2023-04-25,은평구,34.0,15.0,0.0341,0.015,0.38,0.0025
2968,2023-04-25,용산구,33.0,18.0,0.0351,0.0205,0.38,0.003
2969,2023-04-25,영등포구,32.0,12.0,0.0326,0.0213,0.36,0.0029
2970,2023-04-25,양천구,34.0,14.0,0.0316,0.0193,0.38,0.0015
2971,2023-04-25,송파구,40.0,16.0,0.0287,0.0271,0.37,0.0026
2972,2023-04-25,성북구,32.0,14.0,0.0294,0.0226,0.37,0.0024
2973,2023-04-25,성동구,30.0,13.0,0.0361,0.0187,0.31,0.0026
2974,2023-04-25,서초구,33.0,13.0,0.0297,0.0192,0.33,0.0024
2975,2023-04-25,서대문구,32.0,12.0,0.0313,0.0107,0.28,0.0033
2976,2023-04-25,마포구,31.0,15.0,0.0344,0.02,0.37,0.0031
2977,2023-04-25,동작구,31.0,15.0,0.037,0.0183,0.33,0.0025
2978,2023-04-25,동대문구,33.0,13.0,0.0326,0.0203,0.38,0.0032
2979,2023-04-25,도봉구,26.0,14.0,0.027,0.016,0.43,0.0025
2980,2023-04-25,노원구,31.0,16.0,0.0335,0.0184,0.38,0.0027
2981,2023-04-25,금천구,36.0,16.0,0.0368,0.0188,0.36,0.0035
2982,2023-04-25,구로구,33.0,15.0,0.0308,0.0164,0.3,0.003
2983,2023-04-25,광진구,29.0,13.0,0.0283,0.0213,0.3,0.0021
2984,2023-04-25,관악구,34.0,16.0,0.0384,0.0194,0.4,0.0025
2985,2023-04-25,강서구,40.0,14.0,0.0374,0.0202,0.36,0.003
2986,2023-04-25,강북구,32.0,14.0,0.0332,0.016,0.4,0.0022
2987,2023-04-25,강동구,30.0,15.0,0.0274,0.0194,0.31,0.0024
2988,2023-04-25,강남구,30.0,14.0,0.0358,0.0199,0.33,0.003
2989,2023-04-25,평균,32.0,14.0,0.0326,0.0192,0.36,0.0027
2990,2023-04-26,중랑구,26.0,13.0,0.0371,0.016,0.33,0.002
2991,2023-04-26,중구,21.0,12.0,0.0363,0.013,0.35,0.0022
2992,2023-04-26,종로구,25.0,13.0,0.039,0.0132,0.38,0.0024
2993,2023-04-26,은평구,29.0,14.0,0.0401,0.0092,0.38,0.0021
2994,2023-04-26,용산구,28.0,16.0,0.0414,0.0144,0.36,0.0026
2995,2023-04-26,영등포구,25.0,10.0,0.0369,0.0141,0.33,0.0022
2996,2023-04-26,양천구,25.0,11.0,0.0359,0.013,0.36,0.0018
2997,2023-04-26,송파구,32.0,14.0,0.0398,0.0168,0.37,0.0021
2998,2023-04-26,성북구,28.0,13.0,0.0367,0.0142,0.4,0.0022
2999,2023-04-26,성동구,26.0,11.0,0.0398,0.0146,0.3,0.0022
3000,2023-04-26,서초구,38.0,16.0,0.0337,0.0125,0.31,0.0018
3001,2023-04-26,서대문구,25.0,10.0,0.0406,0.0075,0.26,0.0027
3002,2023-04-26,마포구,23.0,12.0,0.0395,0.0126,0.35,0.0022
3003,2023-04-26,동작구,25.0,14.0,0.0423,0.0119,0.29,0.0022
3004,2023-04-26,동대문구,25.0,12.0,0.0398,0.0121,0.36,0.0026
3005,2023-04-26,도봉구,24.0,13.0,0.0374,0.0094,0.31,0.0023
3006,2023-04-26,노원구,27.0,15.0,0.0397,0.013,0.36,0.0023
3007,2023-04-26,금천구,30.0,14.0,0.0407,0.0148,0.36,0.0033
3008,2023-04-26,구로구,28.0,13.0,0.0335,0.0108,0.29,0.0026
3009,2023-04-26,광진구,25.0,12.0,0.0377,0.0134,0.27,0.002
3010,2023-04-26,관악구,29.0,15.0,0.0418,0.0133,0.38,0.0019
3011,2023-04-26,강서구,30.0,11.0,0.0426,0.0128,0.35,0.0022
3012,2023-04-26,강북구,26.0,12.0,0.0428,0.0096,0.36,0.0019
3013,2023-04-26,강동구,27.0,14.0,0.0351,0.0133,0.3,0.0023
3014,2023-04-26,강남구,27.0,13.0,0.0419,0.0136,0.31,0.0026
3015,2023-04-26,평균,27.0,13.0,0.0389,0.0128,0.34,0.0023
3016,2023-04-27,중랑구,36.0,21.0,0.035,0.0245,0.42,0.0024
3017,2023-04-27,중구,30.0,20.0,0.0271,0.0276,0.47,0.0027
3018,2023-04-27,종로구,35.0,20.0,0.0363,0.0252,0.53,0.0029
3019,2023-04-27,은평구,38.0,23.0,0.0401,0.0183,0.49,0.0025
3020,2023-04-27,용산구,38.0,22.0,0.0332,0.0296,0.5,0.0031
3021,2023-04-27,영등포구,33.0,17.0,0.0347,0.0278,0.46,0.0028
3022,2023-04-27,양천구,36.0,19.0,0.0332,0.0252,0.49,0.0032
3023,2023-04-27,송파구,36.0,19.0,0.0201,0.032,0.46,0.0024
3024,2023-04-27,성북구,41.0,21.0,0.0331,0.0276,0.51,0.0025
3025,2023-04-27,성동구,37.0,19.0,0.0349,0.0267,0.41,0.0026
3026,2023-04-27,서초구,41.0,32.0,0.0277,0.0284,0.42,0.0018
3027,2023-04-27,서대문구,36.0,19.0,0.0365,0.0152,0.39,0.0031
3028,2023-04-27,마포구,33.0,23.0,0.0318,0.0252,0.49,0.0027
3029,2023-04-27,동작구,32.0,19.0,0.0402,0.0221,0.41,0.0026
3030,2023-04-27,동대문구,38.0,20.0,0.0356,0.0261,0.49,0.0031
3031,2023-04-27,도봉구,29.0,18.0,0.0192,0.0178,0.45,0.0023
