date,name,PM10,PM2.5,O3,NO2,CO,SO2
2023-06-06,강북구,19,11,0.0591,0.0058,0.28,0.0021
2023-06-06,강서구,21,9,0.0595,0.0081,0.31,0.0027
2023-06-06,관악구,22,12,0.0584,0.0105,0.32,0.0027
2023-06-06,광진구,20,9,0.0551,0.0105,,0.0029
2023-06-06,구로구,15,6,0.0492,0.0055,0.26,0.002
2023-06-06,금천구,19,11,0.0491,0.009,0.31,0.0028
2023-06-06,노원구,20,10,0.0577,0.0082,0.29,0.0024
2023-06-06,도봉구,20,11,0.0567,0.0066,0.38,0.0027
2023-06-06,동대문구,21,10,0.0599,0.0073,0.3,0.0029
2023-06-06,동작구,18,10,0.0598,0.0071,0.23,0.0024
2023-06-06,마포구,19,10,0.0632,0.01,0.29,0.0026
2023-06-06,서대문구,19,7,0.0569,0.0086,0.28,
2023-06-06,서초구,18,8,0.0548,0.0065,0.28,0.0028
2023-06-06,성동구,20,12,0.0577,0.0101,0.26,0.0024
2023-06-06,성북구,22,12,0.0525,0.0078,0.32,0.002
2023-06-06,송파구,21,10,0.0572,0.0115,0.3,0.0024
2023-06-06,양천구,19,10,0.0551,0.0093,0.31,0.0026
2023-06-06,영등포구,18,8,0.0606,0.0091,0.28,0.0025
2023-06-06,용산구,22,13,0.0583,0.0106,0.31,0.0029
2023-06-06,은평구,21,12,0.0549,0.007,0.35,0.0026
2023-06-06,종로구,18,7,0.0601,0.0075,0.31,0.0026
2023-06-06,중구,15,9,0.055,0.0089,0.28,0.0024
2023-06-06,중랑구,20,12,0.0543,0.0109,0.26,0.0023
2023-06-05,평균,29,15,0.0543,0.0129,0.34,0.0029
2023-06-05,강남구,28,15,0.0593,0.0129,0.3,0.0033
2023-06-05,강동구,28,15,0.0474,0.0124,0.31,0.0026
2023-06-05,강북구,28,15,0.0578,0.0099,0.35,0.0023
2023-06-05,강서구,31,14,0.057,0.0117,0.35,0.0029
2023-06-05,관악구,30,16,0.0585,0.0124,0.37,0.003
2023-06-05,광진구,28,13,0.0538,0.0144,0.27,0.003
2023-06-05,구로구,26,11,0.0489,0.0077,0.3,0.0023
2023-06-05,금천구,28,15,0.0505,0.0117,0.34,0.0031
2023-06-05,노원구,29,15,0.0537,0.0136,0.36,0.0028
2023-06-05,도봉구,30,15,0.0553,0.0113,0.43,0.003
2023-06-05,동대문구,32,15,0.0576,0.0126,0.36,0.0034
2023-06-05,동작구,25,14,0.0586,0.0105,0.29,0.0028
2023-06-05,마포구,27,14,0.0634,0.0128,0.35,0.0031
2023-06-05,서대문구,28,13,0.0541,0.0136,0.32,0.004
2023-06-05,서초구,38,14,0.0532,0.0101,0.32,0.003
2023-06-05,성동구,28,15,0.057,0.0137,0.31,0.0028
2023-06-05,성북구,36,15,0.0511,0.015,0.37,0.0024
2023-06-05,송파구,33,15,0.0549,0.0152,0.34,0.0025
2023-06-05,양천구,27,14,0.0537,0.0118,0.35,0.0029
2023-06-05,영등포구,26,12,0.06,0.0123,0.33,0.0028
2023-06-05,용산구,31,17,0.0573,0.0136,0.37,0.0032
2023-06-05,은평구,36,20,0.0457,0.0138,,0.0021
2023-06-05,종로구,28,12,0.056,0.0138,0.39,0.0031
2023-06-05,중구,27,16,0.0402,0.0206,0.41,0.0029
2023-06-05,중랑구,28,16,0.0517,0.0159,0.32,0.0026
2023-06-04,평균,35,18,0.0676,0.01,0.38,0.0031
2023-06-04,강남구,34,19,0.0708,0.0108,0.37,0.0035
2023-06-04,강동구,36,17,0.0579,0.0087,0.35,0.0028
2023-06-04,강북구,34,18,0.066,0.0081,0.38,0.0026
2023-06-04,강서구,39,17,0.0708,0.0104,0.42,0.0032
2023-06-04,관악구,38,19,0.0729,0.011,0.42,0.0033
2023-06-04,광진구,34,16,0.0687,0.0114,0.27,0.003
2023-06-04,구로구,38,16,0.0608,0.0061,0.34,0.0025
2023-06-04,금천구,34,18,0.0629,0.0094,0.39,0.0033
2023-06-04,노원구,33,17,0.0634,0.0105,0.39,0.003
2023-06-04,도봉구,34,18,0.0651,0.0091,0.42,0.0032
2023-06-04,동대문구,37,18,0.0713,0.0096,0.41,0.0036
2023-06-04,동작구,31,17,0.0702,0.0085,0.33,0.003
2023-06-04,마포구,32,18,0.079,0.0113,0.4,0.0034
2023-06-04,서대문구,36,18,0.066,0.0119,0.35,0.0041
2023-06-04,서초구,36,18,0.066,0.007,0.36,0.0031
2023-06-04,성동구,34,18,0.0708,0.0111,0.37,0.0029
2023-06-04,성북구,45,19,0.0665,0.0119,0.42,0.0027
2023-06-04,송파구,36,18,0.0715,0.0094,0.38,0.0028
2023-06-04,양천구,37,22,0.057,,0.4,0.003
2023-06-04,영등포구,31,16,0.0747,0.01,0.38,0.003
2023-06-04,용산구,37,19,0.0728,0.01,0.42,0.0035
2023-06-04,은평구,40,22,0.0633,0.0101,,0.0023
2023-06-04,종로구,34,14,0.0716,0.0104,0.42,0.0033
2023-06-04,중구,29,17,0.0662,0.011,0.39,0.0029
2023-06-04,중랑구,35,19,0.0628,0.0124,0.36,0.0028
2023-06-03,평균,33,13,0.048,0.013,0.35,0.0029
2023-06-03,강남구,33,16,0.0495,0.0165,0.33,0.0032
2023-06-03,강동구,33,14,0.0391,0.0127,0.33,0.0027
2023-06-03,강북구,34,13,0.0536,0.007,0.33,0.0023
2023-06-03,강서구,35,12,0.0491,0.0143,0.39,0.003
2023-06-03,관악구,35,15,0.0455,0.0168,0.39,0.0031
2023-06-03,광진구,35,13,0.0475,0.0156,0.28,0.0027
2023-06-03,구로구,33,10,0.0427,0.0095,0.32,0.0024
2023-06-03,금천구,28,14,0.0425,0.0127,0.37,0.0032
2023-06-03,노원구,32,13,0.0511,0.0096,0.34,0.0027
2023-06-03,도봉구,32,12,0.0537,0.0089,0.38,0.0029
2023-06-03,동대문구,34,13,0.051,0.0112,0.37,0.0033
2023-06-03,동작구,31,14,0.0515,0.0118,0.31,0.0028
2023-06-03,마포구,31,14,0.0519,0.0143,0.37,0.0033
2023-06-03,서대문구,30,10,0.0493,0.0115,0.31,0.0035
2023-06-03,서초구,38,14,0.0456,0.0134,0.35,0.003
2023-06-03,성동구,33,16,0.0482,0.0148,0.33,0.0029
2023-06-03,성북구,35,13,0.0483,0.0129,0.37,0.0023
2023-06-03,송파구,35,17,0.0473,0.0165,0.38,0.0027
2023-06-03,양천구,32,14,0.0459,0.0145,0.39,0.0031
2023-06-03,영등포구,31,13,0.0497,0.0162,0.36,0.003
2023-06-03,용산구,38,16,0.0488,0.0152,0.43,0.0034
2023-06-03,은평구,32,13,0.0461,0.0096,,0.002
2023-06-03,종로구,30,10,0.05,0.0124,0.38,0.0031
2023-06-03,중구,25,12,0.0453,0.014,0.35,0.0027
2023-06-03,중랑구,32,16,0.0459,0.0135,0.32,0.0025
2023-06-02,평균,30,16,0.0443,0.0134,0.36,0.0025
2023-06-02,강남구,31,18,0.0438,0.0169,0.32,0.003
2023-06-02,강동구,32,17,0.0383,0.0137,0.33,0.0025
2023-06-02,강북구,30,17,0.0508,0.0068,0.32,0.0021
2023-06-02,강서구,31,14,0.0462,0.0128,0.36,0.0026
2023-06-02,관악구,29,16,0.0435,0.0155,0.37,0.0027
2023-06-02,광진구,31,15,0.0464,0.0142,0.32,0.0025
2023-06-02,구로구,29,14,0.038,0.0108,0.31,0.002
2023-06-02,금천구,31,17,0.0362,0.0155,0.35,0.0031
2023-06-02,노원구,29,16,0.0484,0.0097,0.33,0.0024
2023-06-02,도봉구,31,17,0.0503,0.0076,0.44,0.0024
2023-06-02,동대문구,31,16,0.0464,0.0118,0.36,0.003
2023-06-02,동작구,28,17,0.0463,0.0132,0.3,0.0025
2023-06-02,마포구,27,15,0.0479,0.0149,0.35,0.0026
2023-06-02,서대문구,30,15,0.0446,0.0133,0.47,0.0021
2023-06-02,서초구,34,18,0.0427,0.0131,0.34,0.0027
2023-06-02,성동구,31,18,0.0423,0.0166,0.33,0.0028
2023-06-02,성북구,34,18,0.0451,0.0124,0.38,0.0019
2023-06-02,송파구,35,20,0.043,0.0189,0.38,0.0024
2023-06-02,양천구,30,17,0.0427,0.0142,0.37,0.0028
2023-06-02,영등포구,28,16,0.0459,0.0156,0.35,0.0026
2023-06-02,용산구,33,19,0.0461,0.0148,0.39,0.0029
2023-06-02,은평구,32,18,0.0429,0.0108,0.58,0.0018
2023-06-02,종로구,28,13,0.0443,0.0133,0.39,0.0026
2023-06-02,중구,24,14,0.0411,0.0139,0.35,0.0023
2023-06-02,중랑구,27,15,0.0445,0.0143,0.31,0.0023
2023-06-01,평균,37,21,0.0459,0.0188,0.43,0.0028
2023-06-01,강남구,40,23,0.0472,0.0243,0.42,0.003
2023-06-01,강동구,40,22,0.0375,0.0195,0.39,0.0027
2023-06-01,강북구,36,21,0.0526,0.0088,0.36,0.0022
2023-06-01,강서구,41,21,0.0488,0.0181,0.43,0.0035
2023-06-01,관악구,43,22,0.0447,0.024,0.47,0.0033
2023-06-01,광진구,39,22,0.0456,0.0214,0.41,0.0026
2023-06-01,구로구,41,22,0.0381,0.017,0.38,0.0026
2023-06-01,금천구,38,24,0.0413,0.0186,0.43,0.0035
2023-06-01,노원구,34,20,0.0474,0.0131,0.37,0.0026
2023-06-01,도봉구,32,19,0.0518,0.0109,0.47,0.0025
2023-06-01,동대문구,37,21,0.0522,0.0157,0.4,0.0033
2023-06-01,동작구,36,22,0.0471,0.0185,0.38,0.0029
2023-06-01,마포구,35,22,0.0503,0.0203,0.41,0.0035
2023-06-01,서대문구,33,18,0.0495,0.0157,0.55,0.0017
2023-06-01,서초구,42,23,0.0414,0.0266,0.4,0.0029
2023-06-01,성동구,39,24,0.0447,0.0239,0.4,0.0033
2023-06-01,성북구,37,20,0.0491,0.0164,0.42,0.0021
2023-06-01,송파구,45,27,0.0422,0.0279,0.46,0.0027
2023-06-01,양천구,39,23,0.0441,0.019,0.44,0.0032
2023-06-01,영등포구,37,19,0.033,0.0249,0.43,0.0031
2023-06-01,용산구,41,24,0.0488,0.0216,0.45,0.0032
2023-06-01,은평구,34,20,0.0496,0.0111,0.61,0.0018
2023-06-01,종로구,33,17,0.05,0.0167,0.43,0.0029
2023-06-01,중구,30,19,0.0467,0.0173,0.39,0.0026
2023-06-01,중랑구,34,21,0.0445,0.0197,0.38,0.0024
2023-05-31,평균,27,13,0.0436,0.0139,0.34,0.0026
2023-05-31,강남구,27,14,0.0442,0.0176,0.32,0.003
2023-05-31,강동구,29,13,0.0375,0.0124,0.3,0.0025
2023-05-31,강북구,30,15,0.0482,0.0099,0.33,0.0022
2023-05-31,강서구,27,12,0.0473,0.0136,0.37,0.003
2023-05-31,관악구,32,13,0.0297,0.0149,0.36,0.0026
2023-05-31,광진구,28,12,0.0461,0.0161,0.3,0.0024
2023-05-31,구로구,23,11,0.0399,0.0098,0.32,0.0022
2023-05-31,금천구,24,13,0.0385,0.0122,0.31,0.0028
2023-05-31,노원구,27,13,0.0346,0.0083,0.3,0.0025
2023-05-31,도봉구,27,14,0.0487,0.011,0.4,0.0026
2023-05-31,동대문구,32,13,0.0477,0.0124,0.34,0.0031
2023-05-31,동작구,26,13,0.0472,0.0124,0.28,0.0026
2023-05-31,마포구,26,14,0.0509,0.0135,0.34,0.003
2023-05-31,서대문구,24,10,0.0481,0.0127,0.47,0.0017
2023-05-31,서초구,26,10,0.044,0.0132,0.32,0.0028
2023-05-31,성동구,27,14,0.0459,0.0146,0.3,0.0026
2023-05-31,성북구,30,13,0.0455,0.0156,0.33,0.002
2023-05-31,송파구,29,13,0.0347,0.0246,0.33,0.0026
2023-05-31,양천구,27,14,0.0428,0.0141,0.36,0.0028
2023-05-31,영등포구,27,10,0.0425,0.0171,0.34,0.0028
2023-05-31,용산구,29,16,0.0461,0.0157,0.37,0.003
2023-05-31,은평구,25,13,0.0472,0.0113,0.51,0.0018
2023-05-31,종로구,25,10,0.0461,0.0134,0.37,0.0028
2023-05-31,중구,22,13,0.0405,0.0181,0.35,0.0026
2023-05-31,중랑구,31,14,0.0457,0.014,0.29,0.0022
2023-05-30,평균,35,19,0.0259,0.0162,0.42,0.0026
2023-05-30,강남구,33,18,0.0285,0.0187,0.37,0.003
2023-05-30,강동구,34,15,0.0146,,0.37,0.0025
2023-05-30,강북구,35,18,0.0287,0.0086,0.36,0.0022
2023-05-30,강서구,38,19,0.0311,0.0181,0.5,0.0031
2023-05-30,관악구,36,17,0.0294,0.0176,0.44,0.0029
2023-05-30,광진구,34,15,0.0301,0.0148,0.4,0.0024
2023-05-30,구로구,32,20,0.0274,0.015,0.38,0.002
2023-05-30,금천구,37,18,0.0232,0.0119,0.41,0.0029
2023-05-30,노원구,31,16,0.0271,0.0126,0.38,0.0026
2023-05-30,도봉구,32,21,0.0178,0.0131,,0.0021
2023-05-30,동대문구,37,18,0.0324,0.0136,0.4,0.0031
2023-05-30,동작구,38,22,0.0214,0.0144,0.38,0.0026
2023-05-30,마포구,31,19,0.0348,0.016,0.41,0.0029
2023-05-30,서대문구,30,18,0.0289,0.0126,,0.0016
2023-05-30,서초구,37,25,0.0134,0.0216,0.5,0.0027
2023-05-30,성동구,39,22,0.0299,0.0156,0.35,0.003
2023-05-30,성북구,36,20,0.0312,0.0153,0.41,0.0019
2023-05-30,송파구,38,18,0.0204,0.0216,0.4,0.0023
2023-05-30,양천구,38,22,0.0244,0.018,0.47,0.0028
2023-05-30,영등포구,45,23,0.0268,0.0254,0.46,0.0027
2023-05-30,용산구,45,32,0.0153,0.0255,0.55,0.0032
2023-05-30,은평구,31,20,0.0229,0.0085,,0.002
2023-05-30,종로구,31,14,0.0324,0.0142,0.43,0.0029
2023-05-30,중구,29,18,0.0268,0.0197,0.41,0.0027
2023-05-30,중랑구,35,17,0.0281,0.0154,0.35,0.0023
2023-05-29,평균,12,5,0.0198,0.0139,0.38,0.0023
2023-05-29,강남구,12,6,0.0204,0.0151,0.32,0.0029
2023-05-29,강동구,11,5,0.0137,,0.31,0.0023
2023-05-29,강북구,15,6,0.0207,0.0078,0.34,0.0021
2023-05-29,강서구,16,7,0.0288,0.0157,0.45,0.0026
2023-05-29,관악구,16,7,0.0209,0.0163,0.42,0.0025
2023-05-29,광진구,7,2,0.0114,0.0134,0.4,0.002
2023-05-29,구로구,9,5,0.0244,0.0123,0.34,0.0019
2023-05-29,금천구,16,6,0.0156,0.0129,0.39,0.0026
2023-05-29,노원구,7,2,0.0076,0.0109,0.3,0.0021
2023-05-29,도봉구,13,6,0.0243,0.008,,0.0023
2023-05-29,동대문구,14,6,0.0237,0.0128,0.37,0.0028
2023-05-29,동작구,10,4,0.0219,0.0133,0.31,0.0022
2023-05-29,마포구,14,7,0.0241,0.0167,0.39,0.0026
2023-05-29,서대문구,12,5,0.0295,0.0119,,0.0013
2023-05-29,서초구,13,5,0.0239,0.015,0.38,0.0026
2023-05-29,성동구,13,7,0.0222,0.0147,0.32,0.0025
2023-05-29,성북구,16,8,0.0263,0.0144,0.38,0.002
2023-05-29,송파구,8,4,0.0077,0.0163,0.38,0.0021
2023-05-29,양천구,12,5,0.0079,0.0184,0.42,0.0024
2023-05-29,영등포구,12,3,0.022,0.0169,0.37,0.0024
2023-05-29,용산구,15,10,0.0235,0.0143,0.39,0.0028
2023-05-29,은평구,13,7,0.0233,0.01,0.67,0.0019
2023-05-29,종로구,4,1,0.0114,0.013,0.38,0.0025
2023-05-29,중구,11,6,0.0194,0.0184,0.37,0.0025
2023-05-29,중랑구,12,6,0.021,0.0149,0.3,0.002
2023-05-28,평균,10,5,0.0187,0.0103,0.33,0.0022
2023-05-28,강남구,10,6,0.0168,0.0131,0.28,0.0028
2023-05-28,강동구,11,6,0.0133,0.0048,0.28,0.0022
2023-05-28,강북구,11,5,0.0175,0.0098,0.34,0.002
2023-05-28,강서구,10,5,0.019,0.0104,0.35,0.0021
2023-05-28,관악구,13,7,0.0163,0.0108,0.35,0.0024
2023-05-28,광진구,10,4,0.0229,0.0113,,0.002
2023-05-28,구로구,5,3,0.0216,0.0076,0.28,0.0018
2023-05-28,금천구,14,6,0.021,0.0086,0.33,0.0026
2023-05-28,노원구,8,5,0.0175,0.0098,0.33,0.002
2023-05-28,도봉구,8,4,0.0176,0.0078,,0.0029
2023-05-28,동대문구,10,5,0.0165,0.0109,0.32,0.0027
2023-05-28,동작구,11,5,0.0204,0.0097,0.26,0.0021
2023-05-28,마포구,9,5,0.016,0.0118,0.33,0.0022
2023-05-28,서대문구,6,3,0.0266,0.0086,,0.0019
2023-05-28,서초구,7,4,0.0214,0.0113,0.32,0.0025
2023-05-28,성동구,11,5,0.0169,0.0125,0.27,0.0022
2023-05-28,성북구,9,4,0.0229,0.0117,0.32,0.0019
2023-05-28,송파구,18,9,0.0188,0.0084,0.34,0.002
2023-05-28,양천구,10,5,0.0149,0.0106,0.33,0.0024
2023-05-28,영등포구,10,3,0.017,0.0117,0.31,0.0021
2023-05-28,용산구,12,8,0.0175,0.0102,0.33,0.0026
2023-05-28,은평구,10,5,0.0251,0.0069,0.58,0.0017
2023-05-28,종로구,10,4,0.0193,0.0104,0.35,0.0025
